Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
21.07125,4496.96228,181.26126,-10.80162,181.26258,10.80164,-7.62883,0.02882,7.62888,179.78355,0.69007,0.01862,28.61,-80.60008,9.7784,0.00102,0,0.01586,-0.00616,31632.29609,12032.147,39.77997,0.0886,276.38172,217.40321,3.86998,0.56175,36022159.52,84.69853,117.06865,0.50275,0.50275,0.38339,0.06208,0.05729,0.00011,0.00085,0.0001,0,0,0,0,0,0.02321,15.24,182.41469,89.78277,179.98909,0,-14.23025,577.52081,322.67537,0.05,0.29154
21.12125,4506.01178,180.71904,-10.83119,180.72036,10.83121,-7.66335,0.0289,7.66341,179.78394,0.69099,0.01838,28.61,-80.60008,9.77837,0.00104,0,0.0157,-0.00636,31629.32278,12029.1737,39.77653,0.08859,276.35845,217.39506,3.86899,0.56013,35886376.79,82.92016,116.22336,0.5026,0.5026,0.38346,0.06194,0.0572,0.00011,0.00025,0.00033,0,0,0,0,0,0.02314,15.24,182.41469,89.78191,179.97382,0,-14.28908,576.83726,322.63972,0.05,0.29205
21.17125,4515.03415,180.17609,-10.84571,180.17742,10.84572,-7.69793,0.02898,7.69798,179.78432,0.6919,0.0182,28.61,-80.60008,9.77834,0.00108,0,0.01806,-0.00528,31626.44088,12026.2918,39.7732,0.08859,276.33513,217.38716,3.86798,0.55851,35751441.91,81.62366,115.38389,0.50245,0.50245,0.38353,0.0618,0.05712,0.00012,0.00039,0.00044,0,0,0,0,0,0.02307,15.24,182.41469,89.78101,179.96121,0,-14.34772,576.16809,322.60418,0.05,0.29255
21.22125,4524.02938,179.63306,-10.84748,179.6344,10.8475,-7.73254,0.02905,7.7326,179.78471,0.6928,0.01809,28.61,-80.60008,9.77831,0.00109,0,0.01969,-0.00427,31623.56022,12023.41114,39.76987,0.08859,276.31205,217.37926,3.86698,0.55689,35616710.52,80.73444,114.54858,0.5023,0.5023,0.38361,0.06166,0.05703,0.00012,0.00088,-0.00037,0,0,0,0,0,0.023,15.24,182.41469,89.78005,179.95041,0,-14.40619,575.50093,322.56875,0.05,0.29304
21.27125,4532.99747,179.09103,-10.82765,179.09237,10.82767,-7.76721,0.02913,7.76726,179.78511,0.69371,0.01817,28.61,-80.60008,9.77829,0.00097,0,0.01995,-0.00427,31620.69747,12020.54839,39.76656,0.08858,276.28986,217.37141,3.86604,0.55527,35482396.43,80.53409,113.71888,0.50216,0.50216,0.38368,0.06153,0.05695,0.0001,0.00081,0.00013,0,0,0,0,0,0.02293,15.24,182.41469,89.77903,179.93743,0,-14.46448,574.83578,322.53342,0.05,0.29355
21.32125,4541.93851,178.55083,-10.79104,178.55218,10.79105,-7.80192,0.02921,7.80197,179.7855,0.69462,0.01831,28.61,-80.60008,9.77826,0.00086,0,0.02195,-0.00507,31617.83375,12017.68467,39.76325,0.08858,276.26781,217.36356,3.86511,0.55365,35348664.91,80.87083,112.89584,0.50201,0.50201,0.38375,0.06139,0.05687,0.00009,0.00039,0.00024,0,0,0,0,0,0.02286,15.24,182.41469,89.77792,179.92855,0,-14.5226,574.17264,322.4982,0.05,0.29405
21.37125,4550.8526,178.01279,-10.7479,178.01415,10.74791,-7.83667,0.02928,7.83672,179.7859,0.69554,0.01852,28.61,-80.60008,9.77823,0.00068,0,0.02216,-0.00588,31614.93271,12014.78363,39.7599,0.08857,276.24634,217.3556,3.86422,0.55205,35215579.14,81.42077,112.07987,0.50186,0.50186,0.38382,0.06126,0.05679,0.00007,0.00028,0.0003,0,0,0,0,0,0.02279,15.24,182.41469,89.77678,179.92114,0,-14.58054,573.5115,322.46309,0.05,0.29456
21.42125,4559.73984,177.47721,-10.69888,177.47858,10.69889,-7.87147,0.02936,7.87152,179.7863,0.69648,0.01879,28.61,-80.60008,9.7782,0.00047,0,0.02139,-0.0081,31612.02948,12011.8804,39.75654,0.08857,276.22523,217.34763,3.86336,0.55044,35083195.67,82.16383,111.27127,0.50172,0.50172,0.38389,0.06113,0.0567,0.00005,-0.00026,0.00019,0,0,0,0,0,0.02272,15.24,182.41469,89.77561,179.91615,0,-14.63831,572.85235,322.42808,0.05,0.29506
21.47125,4568.60037,176.94397,-10.6521,176.94535,10.65212,-7.90632,0.02943,7.90637,179.7867,0.69742,0.019,28.61,-80.60008,9.77818,0.00033,0,0.02081,-0.01171,31609.07971,12008.93063,39.75313,0.08857,276.20393,217.33953,3.86249,0.54885,34951490.51,82.84281,110.46986,0.50158,0.50158,0.38396,0.06099,0.05662,0.00004,-0.00031,0.00046,0,0,0,0,0,0.02266,15.24,182.41469,89.77445,179.91821,0,-14.6959,572.19518,322.39318,0.05,0.29566
21.52125,4577.43429,176.41299,-10.60724,176.41437,10.60726,-7.94121,0.02951,7.94127,179.7871,0.69838,0.01922,28.61,-80.60008,9.77815,0.00019,0,0,0,31606.12954,12005.98046,39.74972,0.08856,276.18286,217.33144,3.86164,0.54726,34820443.05,83.46796,109.67543,0.50143,0.50143,0.38403,0.06086,0.05654,0.00002,-0.00041,0.00039,0,0,0,0,0,0.02259,15.24,182.41469,89.77329,179.91909,0,-14.75332,571.53998,322.35839,0.05,0.29618
21.57125,4586.24173,175.885,-10.54728,175.88639,10.5473,-7.97616,0.02958,7.97621,179.7875,0.69935,0.01951,28.61,-80.60008,9.77812,0.00015,0,0,0,31603.10146,12002.95238,39.74621,0.08856,276.16153,217.32312,3.86079,0.54568,34690200.62,84.57805,108.88893,0.50129,0.50129,0.3841,0.06074,0.05646,0.00002,-0.0003,0.0005,0,0,0,0,0,0.02252,15.24,182.41469,89.77213,179.91767,0,-14.81057,570.88675,322.32369,0.05,0.2967
21.62,4594.80366,175.37382,-10.47378,175.37522,10.4738,-8.01027,0.02965,8.01033,179.7879,0.70032,0.01982,28.61,-80.60008,9.77809,0.00025,0,0,0,31600.14908,12000,39.7428,0.08856,276.14019,217.31501,3.85992,0.54415,34564127.66,86.14369,108.13055,0.50116,0.50116,0.38416,0.06061,0.05639,0.00003,0.00045,0.00029,0,0,0,0,0,0.02245,15.24,182.41469,89.771,179.91454,0,-14.86622,570.25173,322.28997,0.04875,0.29721
21.67,4603.55586,174.71458,-13.16981,174.71599,13.16981,-8.0453,0.02973,8.04535,179.7883,0.70077,0.009,28.61,-80.60008,9.77807,0.00037,0,-0.02121,-0.00762,31600.14908,12000,39.7428,0.08856,276.11266,217.31501,3.85811,0.54217,34408460.98,0,107.18308,0.50098,0.50098,0.38425,0.06045,0.05629,0.00004,0.00006,0.00026,0,0,0,0,0,0.02237,15.24,182.41469,89.76984,179.90454,0,-14.92311,569.60259,322.25549,0.05,0.29793
21.72,4612.27514,174.05684,-13.14004,174.05825,13.14004,-8.08035,0.0298,8.0804,179.7887,0.70122,0.00905,28.61,-80.60008,9.77804,0.00048,0,-0.02177,-0.00249,31600.14908,12000,39.7428,0.08856,276.08548,217.31501,3.85633,0.54018,34253356.59,0,106.24321,0.50081,0.50081,0.38433,0.06029,0.05619,0.00005,0.00019,0.00044,0,0,0,0,0,0.02229,15.24,182.41469,89.76871,179.88997,0,-14.97979,568.9559,322.22115,0.05,0.29844
21.77,4620.96157,173.40058,-13.11051,173.402,13.11051,-8.11542,0.02987,8.11548,179.7891,0.70167,0.00906,28.61,-80.60008,9.77801,0.00054,0,-0.02187,0.00192,31600.14908,12000,39.7428,0.08856,276.05879,217.31501,3.85458,0.5382,34098810.67,0,105.31085,0.50064,0.50064,0.38442,0.06013,0.05609,0.00006,0.00054,0.00008,0,0,0,0,0,0.0222,15.24,182.41469,89.76762,179.87106,0,-15.03625,568.31164,322.18693,0.05,0.29895
21.82,4629.61523,172.74579,-13.08121,172.74721,13.08121,-8.15052,0.02994,8.15057,179.7895,0.70212,0.00905,28.61,-80.60008,9.77799,0.00057,0,-0.02071,0.00165,31600.14908,12000,39.7428,0.08856,276.03248,217.31501,3.85285,0.53623,33944819.42,0,104.38594,0.50046,0.50046,0.3845,0.05997,0.05599,0.00006,0.00002,0.00015,0,0,0,0,0,0.02212,15.24,182.41469,89.76657,179.85238,0,-15.0925,567.66982,322.15285,0.05,0.29947
21.87,4638.23618,172.09246,-13.05215,172.09389,13.05215,-8.18563,0.03002,8.18569,179.7899,0.70257,0.009,28.61,-80.60008,9.77796,0.00056,0,-0.01927,0.00521,31600.14908,12000,39.7428,0.08856,276.00659,217.31501,3.85115,0.53426,33791379.06,0,103.46841,0.50029,0.50029,0.38458,0.05982,0.05589,0.00006,-0.00008,-0.00019,0,0,0,0,0,0.02203,15.24,182.41469,89.76556,179.83161,0,-15.14854,567.03042,322.11889,0.05,0.29998
21.92,4646.8245,171.44057,-13.02332,171.44201,13.02332,-8.22077,0.03009,8.22083,179.79029,0.70302,0.00894,28.61,-80.60008,9.77793,0.00054,0,-0.01834,0.00707,31600.14908,12000,39.7428,0.08856,275.98101,217.31501,3.84947,0.53229,33638485.88,0,102.55819,0.50012,0.50012,0.38467,0.05966,0.05579,0.00006,0.00011,0.00002,0,0,0,0,0,0.02195,15.24,182.41469,89.76457,179.81013,0,-15.20436,566.39344,322.08506,0.05,0.30049
21.97,4655.38026,170.79012,-12.99471,170.79157,12.99472,-8.25593,0.03016,8.25599,179.79068,0.70347,0.00886,28.61,-80.60008,9.77791,0.00052,0,-0.01424,0.01204,31600.14908,12000,39.7428,0.08856,275.9557,217.31501,3.84781,0.53032,33486136.15,0,101.65521,0.49996,0.49996,0.38475,0.05951,0.0557,0.00005,0.00033,-0.00009,0,0,0,0,0,0.02187,15.24,182.41469,89.76362,179.79781,0,-15.25997,565.75887,322.05136,0.05,0.30101
22.02,4663.90353,170.1411,-12.96634,170.14255,12.96634,-8.29112,0.03024,8.29117,179.79106,0.70391,0.00875,28.61,-80.60008,9.77788,0.00042,0,-0.01158,0.01471,31600.14908,12000,39.7428,0.08856,275.93098,217.31501,3.84619,0.52836,33334326.22,0,100.7594,0.49979,0.49979,0.38483,0.05936,0.0556,0.00005,-0.00006,-0.00034,0,0,0,0,0,0.02178,15.24,182.41469,89.76269,179.79703,0,-15.31537,565.12671,322.01778,0.05,0.30152
22.07,4672.39439,169.49348,-12.93819,169.49495,12.93819,-8.32633,0.03031,8.32638,179.79144,0.70434,0.00867,28.61,-80.60009,9.77786,0.00035,0,-0.00851,0.01674,31600.14908,12000,39.7428,0.08856,275.90636,217.31501,3.84458,0.52641,33183052.45,0,99.87069,0.49962,0.49962,0.38491,0.0592,0.05551,0.00004,-0.00011,-0.00004,0,0,0,0,0,0.0217,15.24,182.41469,89.76175,179.79992,0,-15.37056,564.49696,321.98434,0.05,0.30203
22.12,4680.8529,168.84728,-12.91026,168.84875,12.91026,-8.36155,0.03038,8.36161,179.79181,0.70477,0.00857,28.61,-80.60009,9.77783,0.00032,0,0,0,31600.14908,12000,39.7428,0.08856,275.88178,217.31501,3.84296,0.52445,33032311.23,0,98.98901,0.49946,0.49946,0.38499,0.05905,0.05541,0.00003,0.0005,0.00023,0,0,0,0,0,0.02162,15.24,182.41469,89.7608,179.80371,0,-15.42554,563.86961,321.95102,0.05,0.30258
22.17,4689.27914,168.20246,-12.88256,168.20393,12.88256,-8.3968,0.03046,8.39686,179.79218,0.7052,0.00848,28.61,-80.60009,9.7778,0.0003,0,0,0,31600.14908,12000,39.7428,0.08856,275.85736,217.31501,3.84136,0.52251,32882098.97,0,98.11431,0.4993,0.4993,0.38508,0.0589,0.05532,0.00003,0.00046,0.00027,0,0,0,0,0,0.02154,15.24,182.41469,89.75986,179.80994,0,-15.48031,563.24465,321.91783,0.05,0.30311
22.22,4697.67317,167.55902,-12.85507,167.5605,12.85507,-8.43207,0.03053,8.43213,179.79254,0.70562,0.00837,28.61,-80.60009,9.77778,0.00032,0,0,0,31600.14908,12000,39.7428,0.08856,275.83296,217.31501,3.83976,0.52056,32732412.14,0,97.24651,0.49913,0.49913,0.38516,0.05875,0.05522,0.00003,0.00041,0.0001,0,0,0,0,0,0.02145,15.24,182.41469,89.75892,179.82109,0,-15.53488,562.62208,321.88477,0.05,0.30362
22.27,4706.03507,166.91695,-12.8278,166.91844,12.8278,-8.46736,0.03061,8.46742,179.7929,0.70604,0.00828,28.61,-80.60009,9.77775,0.00039,0,0.01723,0.01028,31600.14908,12000,39.7428,0.08856,275.8085,217.31501,3.83816,0.51862,32583247.22,0,96.38555,0.49897,0.49897,0.38524,0.05861,0.05513,0.00004,0.00044,-0.00012,0,0,0,0,0,0.02137,15.24,182.41469,89.75796,179.83143,0,-15.58923,562.00189,321.85183,0.05,0.30423
22.32,4714.36489,166.27624,-12.80074,166.27774,12.80074,-8.50268,0.03068,8.50273,179.79326,0.70645,0.00821,28.61,-80.60009,9.77773,0.00044,0,0.01958,0.00626,31600.14908,12000,39.7428,0.08856,275.78439,217.31501,3.83657,0.51668,32434600.72,0,95.53137,0.49881,0.49881,0.38532,0.05846,0.05504,0.00005,-0.00022,0.00044,0,0,0,0,0,0.02129,15.24,182.41469,89.75697,179.84342,0,-15.64337,561.38408,321.81902,0.05,0.30479
22.37,4722.66271,165.63687,-12.77389,165.63838,12.7739,-8.53801,0.03075,8.53806,179.79362,0.70686,0.00813,28.61,-80.60009,9.7777,0.00051,0,0.02013,0.00108,31600.14908,12000,39.7428,0.08856,275.76039,217.31501,3.835,0.51475,32286469.17,0,94.6839,0.49865,0.49865,0.38539,0.05832,0.05495,0.00005,0.00056,-0.0003,0,0,0,0,0,0.02121,15.24,182.41469,89.75598,179.8606,0,-15.69731,560.76865,321.78633,0.05,0.30536
22.42,4730.9286,164.99884,-12.74726,165.00036,12.74726,-8.57336,0.03083,8.57342,179.79397,0.70726,0.00808,28.61,-80.60009,9.77768,0.00054,0,0.01959,-0.00121,31600.14908,12000,39.7428,0.08856,275.7368,217.31501,3.83345,0.51282,32138849.16,0,93.84309,0.4985,0.4985,0.38547,0.05817,0.05485,0.00006,0.00004,-0.00005,0,0,0,0,0,0.02113,15.24,182.41469,89.75497,179.87974,0,-15.75104,560.15558,321.75377,0.05,0.30588
22.47,4739.16262,164.36214,-12.72084,164.36367,12.72084,-8.60874,0.0309,8.60879,179.79432,0.70767,0.00801,28.61,-80.60009,9.77765,0.00063,0,0.02083,-0.00382,31600.14908,12000,39.7428,0.08856,275.71312,217.31501,3.8319,0.51089,31991737.28,0,93.00886,0.49834,0.49834,0.38555,0.05803,0.05476,0.00007,0.00012,-0.00001,0,0,0,0,0,0.02104,15.24,182.41469,89.75394,179.8967,0,-15.80456,559.54488,321.72134,0.05,0.3064
22.52,4747.36483,163.72676,-12.69462,163.72829,12.69462,-8.64413,0.03098,8.64418,179.79467,0.70807,0.00796,28.61,-80.60009,9.77763,0.0007,0,0.01972,-0.00671,31600.14908,12000,39.7428,0.08856,275.68982,217.31501,3.83037,0.50896,31845130.15,0,92.18117,0.49819,0.49819,0.38563,0.05789,0.05467,0.00007,0.00063,0.00033,0,0,0,0,0,0.02096,15.24,182.41469,89.75289,179.91561,0,-15.85787,558.93654,321.68903,0.05,0.30691
22.57,4755.53532,163.09268,-12.6686,163.09422,12.66861,-8.67954,0.03105,8.6796,179.79502,0.70846,0.00792,28.61,-80.60009,9.7776,0.00075,0,0.02004,-0.00782,31600.14908,12000,39.7428,0.08856,275.66681,217.31501,3.82886,0.50704,31699024.44,0,91.35996,0.49803,0.49803,0.38571,0.05774,0.05458,0.00008,0.00001,0.00005,0,0,0,0,0,0.02088,15.24,182.41469,89.75183,179.93619,0,-15.91098,558.33055,321.65685,0.05,0.30741
22.62,4763.67412,162.4599,-12.64279,162.46144,12.6428,-8.71497,0.03112,8.71503,179.79537,0.70886,0.00789,28.61,-80.60009,9.77758,0.00079,0,0.02044,-0.0104,31600.14908,12000,39.7428,0.08856,275.64405,217.31501,3.82736,0.50513,31553416.82,0,90.54516,0.49788,0.49788,0.38578,0.0576,0.05449,0.00008,0.00043,0.00011,0,0,0,0,0,0.0208,15.24,182.41469,89.75074,179.95325,0,-15.96388,557.72691,321.62479,0.05,0.30792
22.67,4771.78133,161.8284,-12.61719,161.82995,12.61719,-8.75043,0.0312,8.75048,179.79573,0.70925,0.00789,28.61,-80.60009,9.77755,0.0008,0,0.0201,-0.01078,31600.14908,12000,39.7428,0.08856,275.62175,217.31501,3.8259,0.50321,31408304,0,89.73671,0.49773,0.49773,0.38586,0.05746,0.0544,0.00008,-0.00003,0.00018,0,0,0,0,0,0.02072,15.24,182.41469,89.74961,179.96637,0,-16.01658,557.12561,321.59285,0.05,0.30842
22.72,4779.85699,161.19817,-12.59178,161.19974,12.59178,-8.7859,0.03127,8.78596,179.79608,0.70964,0.00789,28.61,-80.60009,9.77753,0.00078,0,0.02014,-0.01301,31600.14908,12000,39.7428,0.08856,275.59974,217.31501,3.82446,0.5013,31263682.71,0,88.93456,0.49757,0.49757,0.38594,0.05733,0.05431,0.00008,0.00006,0.00012,0,0,0,0,0,0.02064,15.24,182.41469,89.74844,179.97548,0,-16.06907,556.52665,321.56104,0.05,0.30892
22.77,4787.90116,160.56922,-12.56657,160.57079,12.56657,-8.82139,0.03134,8.82145,179.79644,0.71004,0.0079,28.61,-80.60009,9.7775,0.00073,0,0.01874,-0.01381,31600.14908,12000,39.7428,0.08856,275.57811,217.31501,3.82304,0.4994,31119549.72,0,88.13865,0.49742,0.49742,0.38601,0.05719,0.05423,0.00008,-0.00017,-0.00015,0,0,0,0,0,0.02056,15.24,182.41469,89.74725,179.98013,0,-16.12136,555.93003,321.52936,0.05,0.30944
22.82,4795.91393,159.94152,-12.54155,159.94309,12.54155,-8.8569,0.03141,8.85696,179.7968,0.71043,0.00791,28.61,-80.60009,9.77748,0.00067,0,0.01875,-0.01417,31600.14908,12000,39.7428,0.08856,275.55673,217.31501,3.82163,0.49749,30975901.81,0,87.34893,0.49728,0.49728,0.38609,0.05705,0.05414,0.00007,0.00022,0.00027,0,0,0,0,0,0.02048,15.24,182.41469,89.74606,179.97989,0,-16.17344,555.33574,321.4978,0.05,0.30994
22.87,4803.89534,159.31506,-12.51673,159.31665,12.51673,-8.89244,0.03148,8.89249,179.79717,0.71083,0.00791,28.61,-80.60009,9.77745,0.00063,0,0.01869,-0.01381,31600.14908,12000,39.7428,0.08856,275.53537,217.31501,3.82023,0.49559,30832735.81,0,86.56535,0.49713,0.49713,0.38616,0.05692,0.05405,0.00007,0.00011,0.00026,0,0,0,0,0,0.0204,15.24,182.41469,89.74486,179.97439,0,-16.22532,554.74377,321.46636,0.05,0.31046
22.92,4811.84545,158.68984,-12.4921,158.69143,12.4921,-8.92799,0.03155,8.92804,179.79753,0.71122,0.00792,28.61,-80.60009,9.77743,0.00055,0,0.0205,-0.01324,31600.14908,12000,39.7428,0.08856,275.51432,217.31501,3.81885,0.4937,30690048.53,0,85.78783,0.49698,0.49698,0.38623,0.05678,0.05396,0.00006,0.00056,0.00011,0,0,0,0,0,0.02032,15.24,182.41469,89.74365,179.96302,0,-16.277,554.15412,321.43504,0.05,0.31096
22.97,4819.76434,158.06585,-12.46766,158.06745,12.46766,-8.96356,0.03162,8.96361,179.7979,0.71162,0.00795,28.61,-80.60009,9.7774,0.00042,0,0.02172,-0.01328,31600.14908,12000,39.7428,0.08856,275.49367,217.31501,3.8175,0.4918,30547836.86,0,85.01634,0.49683,0.49683,0.38631,0.05665,0.05388,0.00005,0.00027,-0.0001,0,0,0,0,0,0.02024,15.24,182.41469,89.74241,179.94471,0,-16.32847,553.56679,321.40385,0.05,0.31156
23.02,4827.65206,157.44307,-12.44341,157.44468,12.44341,-8.99915,0.03169,8.9992,179.79827,0.71202,0.00798,28.61,-80.60009,9.77738,0.00029,0,0,0,31600.14908,12000,39.7428,0.08856,275.47317,217.31501,3.81615,0.48991,30406097.67,0,84.25082,0.49669,0.49669,0.38638,0.05652,0.05379,0.00003,0.00058,-0.00044,0,0,0,0,0,0.02016,15.24,182.41469,89.74114,179.92355,0,-16.37974,552.98178,321.37278,0.05,0.31209
23.07,4835.50867,156.82151,-12.41935,156.82312,12.41935,-9.03476,0.03175,9.03481,179.79863,0.71242,0.008,28.61,-80.60009,9.77735,0.00015,0,0,0,31600.14908,12000,39.7428,0.08856,275.45285,217.31501,3.81482,0.48803,30264827.87,0,83.49122,0.49654,0.49654,0.38646,0.05638,0.05371,0.00002,-0.00042,-0.0003,0,0,0,0,0,0.02008,15.24,182.41469,89.73985,179.89904,0,-16.43081,552.39907,321.34183,0.05,0.3126
23.12,4843.33423,156.20114,-12.39547,156.20276,12.39548,-9.07039,0.03182,9.07045,179.799,0.71282,0.00805,28.61,-80.60009,9.77733,0.00008,0,0,0,31600.14908,12000,39.7428,0.08856,275.43226,217.31501,3.81347,0.48614,30124024.41,0,82.73748,0.4964,0.4964,0.38653,0.05625,0.05362,0.00001,0.00043,0.00049,0,0,0,0,0,0.02,15.24,182.41469,89.73856,179.87351,0,-16.48167,551.81866,321.31101,0.05,0.31312
23.17,4851.1288,155.58196,-12.37178,155.58359,12.37178,-9.10604,0.03189,9.1061,179.79937,0.71322,0.00805,28.61,-80.60009,9.77731,0.00021,0,0,0,31600.14908,12000,39.7428,0.08856,275.41077,217.31501,3.81206,0.48426,29983684.25,0,81.98956,0.49626,0.49626,0.3866,0.05612,0.05354,0.00002,-0.00023,0.00008,0,0,0,0,0,0.01992,15.24,182.41469,89.73728,179.84934,0,-16.53234,551.24055,321.2803,0.05,0.31363
23.22,4858.89245,154.96396,-12.34827,154.9656,12.34827,-9.14171,0.03195,9.14177,179.79973,0.71362,0.00807,28.61,-80.60009,9.77728,0.00032,0,0,0,31600.14908,12000,39.7428,0.08856,275.38944,217.31501,3.81066,0.48238,29843804.36,0,81.2474,0.49612,0.49612,0.38667,0.05599,0.05345,0.00003,0.00059,0.00046,0,0,0,0,0,0.01984,15.24,182.41469,89.73601,179.82482,0,-16.5828,550.66473,321.24972,0.05,0.31416
23.27,4866.62522,154.34713,-12.32494,154.34878,12.32495,-9.1774,0.03202,9.17746,179.80009,0.71403,0.00807,28.61,-80.60009,9.77726,0.00047,0,-0.01242,0.02198,31600.14908,12000,39.7428,0.08856,275.36809,217.31501,3.80926,0.48051,29704381.75,0,80.51095,0.49598,0.49598,0.38674,0.05586,0.05337,0.00005,0.00066,-0.00042,0,0,0,0,0,0.01976,15.24,182.41469,89.73477,179.80074,0,-16.63306,550.09121,321.21926,0.05,0.31468
23.32,4874.32718,153.73146,-12.30179,153.73312,12.3018,-9.21311,0.03209,9.21317,179.80044,0.71443,0.00805,28.61,-80.60009,9.77723,0.00055,0,-0.01185,0.02144,31600.14908,12000,39.7428,0.08856,275.34719,217.31501,3.80789,0.47864,29565413.46,0,79.78016,0.49584,0.49584,0.38681,0.05574,0.05329,0.00006,0.00069,0.00031,0,0,0,0,0,0.01968,15.24,182.41469,89.73353,179.77638,0,-16.68313,549.51997,321.18893,0.05,0.3152
23.37,4881.99838,153.11695,-12.27882,153.11861,12.27882,-9.24885,0.03216,9.2489,179.80079,0.71483,0.00803,28.61,-80.60009,9.77721,0.00065,0,-0.00915,0.02303,31600.14908,12000,39.7428,0.08856,275.32633,217.31501,3.80652,0.47677,29426896.53,0,79.05499,0.4957,0.4957,0.38688,0.05561,0.0532,0.00007,0,0.00046,0,0,0,0,0,0.0196,15.24,182.41469,89.7323,179.75766,0,-16.73299,548.95101,321.15871,0.05,0.31571
23.42,4889.63889,152.50358,-12.25603,152.50525,12.25603,-9.2846,0.03223,9.28465,179.80113,0.71523,0.00801,28.61,-80.6001,9.77719,0.00073,0,-0.00772,0.02268,31600.14908,12000,39.7428,0.08856,275.30567,217.31501,3.80516,0.4749,29288828.04,0,78.33539,0.49556,0.49556,0.38696,0.05549,0.05312,0.00008,0.00045,-0.00008,0,0,0,0,0,0.01953,15.24,182.41469,89.73108,179.74398,0,-16.78265,548.38432,321.12861,0.05,0.31622
23.47,4897.24876,151.89134,-12.2334,151.89303,12.23341,-9.32037,0.0323,9.32043,179.80147,0.71563,0.00796,28.61,-80.6001,9.77716,0.00075,0,-0.00623,0.02339,31600.14908,12000,39.7428,0.08856,275.28547,217.31501,3.80384,0.47304,29151205.09,0,77.6213,0.49543,0.49543,0.38703,0.05536,0.05304,0.00008,-0.00014,-0.00021,0,0,0,0,0,0.01945,15.24,182.41469,89.72987,179.73408,0,-16.83212,547.81991,321.09864,0.05,0.31674
23.52,4904.82804,151.28023,-12.21096,151.28193,12.21096,-9.35616,0.03237,9.35622,179.8018,0.71603,0.00791,28.61,-80.6001,9.77714,0.00077,0,-0.00464,0.02365,31600.14908,12000,39.7428,0.08856,275.26538,217.31501,3.80252,0.47118,29014024.79,0,76.91268,0.49529,0.49529,0.38709,0.05524,0.05296,0.00008,0.00046,-0.00021,0,0,0,0,0,0.01937,15.24,182.41469,89.72868,179.72576,0,-16.88138,547.25777,321.06878,0.05,0.31726
23.57,4912.3768,150.67024,-12.18868,150.67195,12.18868,-9.39197,0.03244,9.39203,179.80212,0.71642,0.00786,28.61,-80.6001,9.77712,0.00078,0,-0.00164,0.02372,31600.14908,12000,39.7428,0.08856,275.2455,217.31501,3.80121,0.46933,28877284.28,0,76.20949,0.49516,0.49516,0.38716,0.05511,0.05288,0.00008,0.00046,-0.0004,0,0,0,0,0,0.01929,15.24,182.41469,89.7275,179.72445,0,-16.93045,546.69789,321.03905,0.05,0.31777
23.62,4919.89509,150.06136,-12.16657,150.06308,12.16658,-9.4278,0.03251,9.42786,179.80244,0.71682,0.0078,28.61,-80.6001,9.77709,0.00076,0,0.00041,0.02417,31600.14908,12000,39.7428,0.08856,275.22587,217.31501,3.79993,0.46747,28740980.73,0,75.51168,0.49502,0.49502,0.38723,0.05499,0.0528,0.00008,0.00036,-0.00019,0,0,0,0,0,0.01921,15.24,182.41469,89.72631,179.72788,0,-16.97932,546.14027,321.00943,0.05,0.31829
23.67,4927.38296,149.45359,-12.14464,149.45531,12.14464,-9.46365,0.03258,9.46371,179.80275,0.7172,0.00775,28.61,-80.6001,9.77707,0.00072,0,0.00234,0.02425,31600.14908,12000,39.7428,0.08856,275.20642,217.31501,3.79865,0.46562,28605111.32,0,74.8192,0.49489,0.49489,0.3873,0.05487,0.05272,0.00008,0.00046,0.00049,0,0,0,0,0,0.01914,15.24,182.41469,89.72511,179.73276,0,-17.02799,545.58491,320.97994,0.05,0.3188
23.72,4934.84046,148.8469,-12.12287,148.84863,12.12287,-9.49952,0.03265,9.49958,179.80305,0.71759,0.0077,28.61,-80.6001,9.77705,0.00068,0,0.00478,0.02388,31600.14908,12000,39.7428,0.08856,275.18715,217.31501,3.79738,0.46377,28469673.24,0,74.13201,0.49476,0.49476,0.38737,0.05475,0.05264,0.00007,0.00043,-0.00016,0,0,0,0,0,0.01906,15.24,182.41469,89.72389,179.74331,0,-17.07646,545.0318,320.95056,0.05,0.31938
