Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.61,2.05084,11.18242,31.44127,11.18242,31.44127,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46073.90764,26473.75856,53.06584,0.10593,NaN,244.57784,NaN,0.03285,3220675.491,1900.46857,0.68289,0.48887,0.48887,0.40553,0.04061,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00143,15.24,182.41469,90,0,0,14.98667,1013.00947,340.38082,0.01,0.04563
0.62,2.16424,11.49671,31.43457,11.49671,31.43457,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46060.45391,26460.30482,53.05564,0.10592,NaN,244.56045,NaN,0.03378,3311166.43,1899.6411,0.71888,0.48689,0.48689,0.40353,0.04061,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00147,15.24,182.41469,90,0,0,14.98593,1012.99617,340.38038,0.01,0.04619
0.63,2.28078,11.81091,31.42515,11.81091,31.42515,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46047.00017,26446.85109,53.04543,0.1059,NaN,244.54306,NaN,0.0347,3401627.936,1898.68983,0.75571,0.48497,0.48497,0.40161,0.04062,0.04275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00151,15.24,182.41469,90,0,0,14.98517,1012.9825,340.37992,0.01,0.04674
0.64,2.40046,12.12501,31.41572,12.12501,31.41572,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46033.54643,26433.39735,53.03523,0.10588,NaN,244.52565,NaN,0.03562,3492059.875,1897.73855,0.79339,0.48312,0.48312,0.39975,0.04062,0.04275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00155,15.24,182.41469,90,0,0,14.9844,1012.96847,340.37944,0.01,0.04729
0.65,2.52328,12.43901,31.40626,12.43901,31.40626,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46020.0927,26419.94362,53.02502,0.10587,NaN,244.50824,NaN,0.03654,3582462.115,1896.78728,0.83191,0.48133,0.48133,0.39795,0.04062,0.04275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00159,15.24,182.41469,90,0,0,14.9836,1012.95406,340.37896,0.01,0.04784
0.66,2.64924,12.75293,31.39677,12.75293,31.39677,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46006.63896,26406.48988,53.0148,0.10585,NaN,244.49081,NaN,0.03747,3672834.523,1895.83601,0.87126,0.47959,0.47959,0.39621,0.04063,0.04276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00163,15.24,182.41469,90,0,0,14.98278,1012.93929,340.37846,0.01,0.04838
0.67,2.77834,13.06674,31.38721,13.06674,31.38721,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45993.18522,26393.03614,53.00459,0.10584,NaN,244.47337,NaN,0.03839,3763176.915,1894.88474,0.91395,0.47922,0.47922,0.39583,0.04063,0.04276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00167,15.24,182.41469,90,0,0,14.98194,1012.92415,340.37796,0.01,0.04893
0.68,2.91057,13.38046,31.3776,13.38046,31.3776,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45979.73149,26379.58241,52.99437,0.10582,NaN,244.45593,NaN,0.03931,3853489,1893.93346,0.95836,0.47922,0.47922,0.39582,0.04064,0.04276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00171,15.24,182.41469,90,0,0,14.98108,1012.90864,340.37744,0.01,0.04948
0.69,3.04594,13.69409,31.36797,13.69409,31.36797,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45966.27775,26366.12867,52.98415,0.1058,NaN,244.43847,NaN,0.04023,3943770.648,1892.98219,1.00381,0.47923,0.47923,0.39582,0.04064,0.04277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00175,15.24,182.41469,90,0,0,14.9802,1012.89276,340.3769,0.01,0.05003
0.7,3.18445,14.00762,31.35831,14.00762,31.35831,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45952.82401,26352.67493,52.97392,0.10579,NaN,244.421,NaN,0.04115,4034021.709,1892.03092,1.0503,0.47923,0.47923,0.39582,0.04065,0.04277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00179,15.24,182.41469,90,0,0,14.9793,1012.87652,340.37636,0.01,0.05059
0.71,3.3261,14.32107,31.35037,14.32107,31.35037,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45939.40926,26339.26018,52.96372,0.10577,NaN,244.40358,NaN,0.04207,4124247.165,1891.1619,1.09782,0.47924,0.47924,0.39581,0.04065,0.04277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00183,15.24,182.41469,90,0,0,14.97838,1012.8599,340.3758,0.01,0.05119
0.72,3.47087,14.63449,31.34759,14.63449,31.34759,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45926.01121,26325.86213,52.95354,0.10576,NaN,244.38616,NaN,0.043,4214461.698,1890.53126,1.1464,0.47924,0.47924,0.39581,0.04066,0.04278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00187,15.24,182.41469,90,0,0,14.97744,1012.84292,340.37523,0.01,0.05199
0.73,3.61878,14.94788,31.34511,14.94788,31.34511,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45912.61316,26312.46408,52.94334,0.10574,NaN,244.36873,NaN,0.04392,4304666.135,1889.91574,1.19602,0.47925,0.47925,0.39581,0.04066,0.04278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00191,15.24,182.41469,90,0,0,14.97648,1012.82558,340.37465,0.01,0.05318
0.74,3.76983,15.26125,31.3426,15.26125,31.3426,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45899.21512,26299.06604,52.93315,0.10572,NaN,244.3513,NaN,0.04484,4394860.336,1889.30021,1.24669,0.47925,0.47925,0.3958,0.04067,0.04278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00195,15.24,182.41469,90,0,0,14.9755,1012.80786,340.37405,0.01,0.05397
0.75,3.92401,15.5746,31.34007,15.5746,31.34007,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45885.81707,26285.66799,52.92295,0.10571,NaN,244.33385,NaN,0.04576,4485044.167,1888.68468,1.29841,0.47926,0.47926,0.3958,0.04067,0.04279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00199,15.24,182.41469,90,0,0,14.97449,1012.78978,340.37344,0.01,0.05457
0.76,4.08132,15.88792,31.33752,15.88792,31.33752,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,45872.41902,26272.26994,52.91276,0.10569,NaN,244.3164,NaN,0.04668,4575217.495,1888.06915,1.35117,0.47927,0.47927,0.3958,0.04068,0.04279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00203,15.24,182.41469,90,0,0,14.97347,1012.77133,340.37282,0.01,0.05518
0.77,4.24177,16.20122,31.33494,16.20122,31.33494,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45859.02097,26258.87189,52.90255,0.10567,NaN,244.29893,NaN,0.0476,4665380.186,1887.45362,1.40498,0.47927,0.47927,0.39579,0.04068,0.0428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00207,15.24,182.41469,90,0,0,14.97243,1012.75251,340.37219,0.01,0.05585
0.78,4.40535,16.51449,31.33233,16.51449,31.33233,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45845.62293,26245.47384,52.89235,0.10566,NaN,244.28145,NaN,0.04852,4755532.107,1886.83809,1.45984,0.47928,0.47928,0.39579,0.04069,0.0428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00211,15.24,182.41469,90,0,0,14.97137,1012.73333,340.37155,0.01,0.0565
0.79,4.57206,16.82773,31.32971,16.82773,31.32971,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45832.22488,26232.0758,52.88214,0.10564,NaN,244.26397,NaN,0.04944,4845673.124,1886.22256,1.51574,0.47928,0.47928,0.39579,0.04069,0.0428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00215,15.24,182.41469,90,0,0,14.97028,1012.71377,340.37089,0.01,0.05764
0.8,4.7419,17.14095,31.32706,17.14095,31.32706,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45818.82683,26218.67775,52.87193,0.10563,NaN,244.24647,NaN,0.05036,4935803.103,1885.60703,1.57269,0.47929,0.47929,0.39578,0.0407,0.04281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00219,15.24,182.41469,90,0,0,14.96918,1012.69385,340.37022,0.01,0.05831
0.81,4.91488,17.45422,31.33251,17.45422,31.33251,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45805.39815,26205.24907,52.86169,0.10561,NaN,244.22892,NaN,0.05128,5025945.244,1885.36274,1.63069,0.4793,0.4793,0.39578,0.0407,0.04281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00223,15.24,182.41469,90,0,0,14.96805,1012.67357,340.36954,0.01,0.05893
0.82,5.09099,17.76803,31.38661,17.76803,31.38661,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45791.93885,26191.78977,52.85143,0.10559,NaN,244.21133,NaN,0.0522,5116239.637,1887.3459,1.68985,0.4793,0.4793,0.39578,0.04071,0.04282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00227,15.24,182.41469,90,0,0,14.96691,1012.65291,340.36885,0.01,0.05961
0.83,5.27024,18.08246,31.44883,18.08246,31.44883,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45778.47954,26178.33046,52.84117,0.10558,NaN,244.19372,NaN,0.05313,5206709.549,1889.7003,1.75019,0.47931,0.47931,0.39577,0.04072,0.04282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00232,15.24,182.41469,90,0,0,14.96574,1012.63189,340.36814,0.01,0.06034
0.84,5.45264,18.39752,31.51107,18.39752,31.51107,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45765.02024,26164.87116,52.8309,0.10556,NaN,244.1761,NaN,0.05405,5297354.951,1892.0547,1.8117,0.47932,0.47932,0.39577,0.04072,0.04283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00236,15.24,182.41469,90,0,0,14.96456,1012.6105,340.36742,0.01,0.06103
0.85,5.63819,18.7132,31.57331,18.7132,31.57331,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45751.56093,26151.41185,52.82063,0.10555,NaN,244.15847,NaN,0.05498,5388175.798,1894.4091,1.8744,0.47932,0.47932,0.39576,0.04073,0.04283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024,15.24,182.41469,90,0,0,14.96335,1012.58873,340.36669,0.01,0.06163
0.86,5.82691,19.0295,31.63556,19.0295,31.63556,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45738.10163,26137.95255,52.81035,0.10553,NaN,244.14083,NaN,0.05591,5479172.047,1896.7635,1.9383,0.47933,0.47933,0.39576,0.04074,0.04284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00244,15.24,182.41469,90,0,0,14.96213,1012.5666,340.36595,0.01,0.06236
0.87,6.01879,19.34643,31.69782,19.34643,31.69782,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45724.64232,26124.49324,52.80008,0.10551,NaN,244.12318,NaN,0.05684,5570343.652,1899.1179,2.00339,0.47934,0.47934,0.39576,0.04074,0.04284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00248,15.24,182.41469,90,0,0,14.96088,1012.5441,340.36519,0.01,0.06294
0.88,6.21384,19.66397,31.76009,19.66397,31.76009,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45711.18302,26111.03394,52.7898,0.1055,NaN,244.10552,NaN,0.05777,5661690.566,1901.4723,2.06969,0.47935,0.47935,0.39575,0.04075,0.04285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00252,15.24,182.41469,90,0,0,14.95961,1012.52122,340.36442,0.01,0.06351
0.89,6.41207,19.98214,31.82238,19.98214,31.82238,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45697.72371,26097.57463,52.77951,0.10548,NaN,244.08785,NaN,0.05871,5753212.744,1903.8267,2.13721,0.47935,0.47935,0.39575,0.04076,0.04285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00256,15.24,182.41469,90,0,0,14.95832,1012.49797,340.36364,0.01,0.06407
0.9,6.61348,20.30093,31.88467,20.30093,31.88467,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45684.2644,26084.11532,52.76923,0.10546,NaN,244.07017,NaN,0.05964,5844910.137,1906.1811,2.20594,0.47936,0.47936,0.39574,0.04076,0.04286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026,15.24,182.41469,90,0,0,14.95701,1012.47435,340.36285,0.01,0.06463
0.91,6.81809,20.6204,31.9515,20.6204,31.9515,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45670.69146,26070.54238,52.75885,0.10545,NaN,244.05233,NaN,0.06058,5936795.442,1908.73771,2.2759,0.47937,0.47937,0.39574,0.04077,0.04286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00264,15.24,182.41469,90,0,0,14.95568,1012.45035,340.36204,0.01,0.06517
0.92,7.0259,20.94079,32.04503,20.94079,32.04503,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45657.00487,26056.85579,52.74839,0.10543,NaN,244.03433,NaN,0.06153,6028945.757,1912.50759,2.34717,0.47938,0.47938,0.39573,0.04078,0.04287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00268,15.24,182.41469,90,0,0,14.95433,1012.42598,340.36122,0.01,0.06571
0.93,7.23691,21.26217,32.14301,21.26217,32.14301,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45643.31829,26043.16921,52.73792,0.10542,NaN,244.01632,NaN,0.06247,6121373.73,1916.47968,2.41976,0.47939,0.47939,0.39573,0.04078,0.04287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00272,15.24,182.41469,90,0,0,14.95296,1012.40123,340.36039,0.01,0.06627
0.94,7.45114,21.58452,32.24102,21.58452,32.24102,0,0,0,0,0,0,28.61,-80.6,9.79216,0,0,0,0,45629.6317,26029.48262,52.72745,0.1054,NaN,243.9983,NaN,0.06342,6214079.411,1920.45176,2.49368,0.47939,0.47939,0.39572,0.04079,0.04288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00276,15.24,182.41469,90,0,0,14.95157,1012.37611,340.35955,0.01,0.06684
0.95,7.66861,21.90786,32.33905,21.90786,32.33905,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45615.94512,26015.79604,52.71698,0.10538,NaN,243.98027,NaN,0.06437,6307062.799,1924.42385,2.56895,0.4794,0.4794,0.39572,0.0408,0.04288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028,15.24,182.41469,90,0,0,14.95015,1012.3506,340.35869,0.01,0.06743
0.96,7.88931,22.23217,32.43712,22.23217,32.43712,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45602.25853,26002.10945,52.7065,0.10537,NaN,243.96222,NaN,0.06532,6400323.892,1928.39594,2.64556,0.47941,0.47941,0.39571,0.04081,0.04289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00285,15.24,182.41469,90,0,0,14.94872,1012.32472,340.35782,0.01,0.068
0.97,8.11325,22.55747,32.53522,22.55747,32.53522,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45588.57195,25988.42286,52.69602,0.10535,NaN,243.94417,NaN,0.06628,6493862.685,1932.36803,2.72354,0.47942,0.47942,0.39571,0.04082,0.04289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00289,15.24,182.41469,90,0,0,14.94726,1012.29845,340.35694,0.01,0.06856
0.98,8.34046,22.88375,32.63335,22.88375,32.63335,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45574.88536,25974.73628,52.68554,0.10533,NaN,243.9261,NaN,0.06723,6587679.174,1936.34012,2.80289,0.47943,0.47943,0.3957,0.04082,0.0429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00293,15.24,182.41469,90,0,0,14.94579,1012.2718,340.35605,0.01,0.06954
0.99,8.57093,23.21101,32.7315,23.21101,32.7315,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45561.19877,25961.04969,52.67505,0.10532,NaN,243.90803,NaN,0.0682,6681773.353,1940.31221,2.88362,0.47944,0.47944,0.3957,0.04083,0.04291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00297,15.24,182.41469,90,0,0,14.94429,1012.24477,340.35514,0.01,0.07046
1,8.80469,23.53925,32.82968,23.53925,32.82968,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45547.51219,25947.36311,52.66456,0.1053,NaN,243.88994,NaN,0.06916,6776145.214,1944.28429,2.96575,0.47945,0.47945,0.39569,0.04084,0.04291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00301,15.24,182.41469,90,0,0,14.94277,1012.21736,340.35422,0.01,0.07115
1.01,9.04172,23.86848,32.92852,23.86848,32.92852,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45533.73539,25933.58631,52.654,0.10528,NaN,243.87172,NaN,0.07013,6870796.291,1948.2808,3.04928,0.47946,0.47946,0.39569,0.04085,0.04292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00306,15.24,182.41469,90,0,0,14.94123,1012.18956,340.35328,0.01,0.07195
1.02,9.28206,24.19878,33.03604,24.19878,33.03604,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45519.74808,25919.599,52.64328,0.10527,NaN,243.85321,NaN,0.0711,6965751.622,1952.66248,3.13425,0.47947,0.47947,0.39568,0.04086,0.04293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031,15.24,182.41469,90,0,0,14.93967,1012.16137,340.35234,0.01,0.0729
1.03,9.5257,24.53019,33.14651,24.53019,33.14651,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45505.76078,25905.6117,52.63255,0.10525,NaN,243.8347,NaN,0.07207,7061019.697,1957.17708,3.22068,0.47948,0.47948,0.39568,0.04087,0.04293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00314,15.24,182.41469,90,0,0,14.93808,1012.13279,340.35138,0.01,0.07346
1.04,9.77267,24.86271,33.25702,24.86271,33.25702,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45491.77347,25891.62439,52.62182,0.10523,NaN,243.81617,NaN,0.07305,7156600.565,1961.69169,3.30858,0.47949,0.47949,0.39567,0.04087,0.04294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00318,15.24,182.41469,90,0,0,14.93648,1012.10383,340.35041,0.01,0.07395
1.05,10.02296,25.19633,33.36757,25.19633,33.36757,0,0,0,0,0,0,28.61,-80.6,9.79215,0,0,0,0,45477.78616,25877.63708,52.61108,0.10522,NaN,243.79763,NaN,0.07403,7252494.234,1966.20629,3.39796,0.4795,0.4795,0.39567,0.04088,0.04294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00323,15.24,182.41469,90,0,0,14.93485,1012.07447,340.34942,0.01,0.07445
1.065,10.40468,25.69877,33.50862,25.69877,33.50862,0,0,0,-179.99998,0.00005,0.00329,28.61,-80.6,9.79215,0.00011,0,0,0,45456.80521,25856.65613,52.59497,0.10519,272.86336,243.76979,1.90903,0.07551,7396921.233,1971.84954,3.53483,0.47951,0.47951,0.39566,0.0409,0.04295,0.00001,0.00014,-0.00011,0,0,0,0,0,0.00329,15.24,182.41469,90,0,0,14.93237,1012.02971,340.34792,0.015,0.07501
1.0875,10.99143,26.45705,33.72031,26.45705,33.72031,0,0,0,-179.99995,0.00012,0.00338,28.61,-80.6,9.79215,0.00027,0,0,0,45425.33377,25825.18469,52.5708,0.10515,272.86625,243.728,1.91196,0.07774,7614863.494,1980.31442,3.74651,0.47953,0.47953,0.39564,0.04092,0.04297,0.00003,0.00022,-0.00032,0,0,0,0,0,0.00339,15.24,182.41469,90,0,0,14.92856,1011.96089,340.3456,0.0225,0.07552
1.12125,11.9037,27.60416,34.01359,27.60416,34.01359,-0.00001,0,0.00001,-179.99991,0.00024,0.00352,28.61,-80.6,9.79214,0.0005,0,0,0,45377.77538,25777.6263,52.53424,0.1051,272.87088,243.66472,1.91641,0.08111,7944491.585,1991.88523,4.07842,0.47957,0.47957,0.39562,0.04095,0.043,0.00005,0.00047,-0.00029,0,0,0,0,0,0.00353,15.24,182.41469,90,0,0,14.92263,1011.85389,340.34201,0.03375,0.07602
1.17125,13.32666,29.31501,34.25071,29.31501,34.25071,-0.00002,0,0.00002,-179.99984,0.00042,0.00374,28.61,-80.6,9.79214,0.00083,0,0,0,45306.75814,25706.60906,52.47957,0.10501,272.87835,243.56999,1.92312,0.08614,8435983.227,2000.03827,4.59959,0.47963,0.47963,0.39559,0.04101,0.04303,0.00009,-0.00031,0.00001,0,0,0,0,0,0.00375,15.24,182.41469,90,0,0,14.91338,1011.687,340.33641,0.05,0.07651
1.22125,14.83547,31.03751,34.4785,31.03751,34.4785,-0.00005,0,0.00005,-179.99978,0.00061,0.00395,28.61,-80.6,9.79214,0.00113,0,0,0,45235.68436,25635.53528,52.42478,0.10493,272.88652,243.47489,1.9299,0.0912,8930575.177,2007.76859,5.15586,0.47969,0.47969,0.39555,0.04106,0.04308,0.00012,0.0002,0.00041,0,0,0,0,0,0.00397,15.24,182.41469,90,0,0,14.90357,1011.51005,340.33046,0.05,0.07701
1.27125,16.43046,32.76289,34.53581,32.76289,34.53581,-0.00009,0,0.00009,-179.99971,0.00082,0.00416,28.61,-80.6,9.79213,0.00143,0,0,0,45164.46873,25564.31965,52.3698,0.10484,272.89534,243.37929,1.93675,0.09627,9425890.76,2007.79288,5.74495,0.47976,0.47976,0.39552,0.04112,0.04312,0.00015,-0.00019,-0.00047,0,0,0,0,0,0.00419,15.24,182.41469,90,0,0,14.8932,1011.32298,340.32418,0.05,0.07752
1.32125,18.11174,34.48868,34.54398,34.48868,34.54398,-0.00013,0,0.00013,-179.99965,0.00103,0.00436,28.61,-80.6,9.79213,0.00171,0,0.00007,0,45093.17029,25493.02121,52.31467,0.10476,272.90479,243.28329,1.94367,0.10134,9921142.565,2005.62157,6.36605,0.47983,0.47983,0.39548,0.04118,0.04317,0.00018,0.00011,-0.00005,0,0,0,0,0,0.00442,15.24,182.41469,90,0,0,14.88227,1011.12579,340.31756,0.05,0.07805
1.37125,19.87957,36.22511,34.75665,36.22511,34.75666,-0.00019,0,0.00019,-179.99959,0.00125,0.00457,28.61,-80.6,9.79212,0.00198,0,0.00005,0.00002,45021.68318,25421.5341,52.25931,0.10467,272.91494,243.18672,1.95067,0.10645,10419260.74,2012.68404,7.02315,0.4799,0.4799,0.39544,0.04125,0.04322,0.00021,0.00026,0.00014,0,0,0,0,0,0.00464,15.24,182.41469,90,0,0,14.87078,1010.91846,340.31059,0.05,0.07855
1.42125,21.7346,37.9764,35.05392,37.9764,35.05392,-0.00026,0,0.00026,-179.99952,0.00149,0.00478,28.61,-80.6,9.79212,0.00224,0,0.00016,-0.0001,44949.82805,25349.67897,52.20358,0.10458,272.92581,243.08934,1.95777,0.1116,10921444.52,2023.54023,7.71854,0.47998,0.47998,0.39539,0.04132,0.04327,0.00023,0.00066,-0.0001,0,0,0,0,0,0.00486,15.24,182.41469,90,0,0,14.85873,1010.70089,340.30329,0.05,0.07904
1.47125,23.67793,39.75717,35.64382,39.75717,35.64382,-0.00034,0,0.00034,-179.99946,0.00173,0.00499,28.61,-80.6,9.79211,0.00249,0,0.00018,-0.00006,44876.95219,25276.80311,52.14697,0.1045,272.93753,242.99027,1.96504,0.11683,11431887.59,2047.48523,8.45931,0.48006,0.48006,0.39534,0.0414,0.04332,0.00026,0.00013,0.00041,0,0,0,0,0,0.00509,15.24,182.41469,90,0,0,14.84609,1010.47297,340.29563,0.05,0.07954
1.52125,25.71115,41.57234,36.33241,41.57234,36.33241,-0.00043,0,0.00043,-179.9994,0.00199,0.0052,28.61,-80.6,9.7921,0.00274,0,0.0003,-0.00008,44803.66963,25203.52055,52.08996,0.10441,272.95017,242.89032,1.97243,0.12217,11951989.59,2075.79674,9.24934,0.48015,0.48015,0.39529,0.04148,0.04338,0.00028,0.00042,0.0001,0,0,0,0,0,0.00532,15.24,182.41469,90,0,0,14.83288,1010.23451,340.28762,0.05,0.08003
1.57125,27.83565,43.40806,36.74355,43.40806,36.74355,-0.00054,0,0.00054,-179.99934,0.00225,0.00541,28.61,-80.6,9.7921,0.00297,0,0.00043,-0.00004,44729.36675,25129.21767,52.03206,0.10432,272.96364,242.78864,1.97999,0.12757,12477752.04,2091.59443,10.08419,0.48025,0.48025,0.39524,0.04156,0.04344,0.00031,0.00034,-0.0001,0,0,0,0,0,0.00556,15.24,182.41469,90,0,0,14.81907,1009.98534,340.27926,0.05,0.08054
1.62125,30.0523,45.25848,37.03751,45.25848,37.03751,-0.00066,0,0.00066,-179.99928,0.00253,0.00562,28.61,-80.6,9.79209,0.0032,0,0.00049,-0.00009,44655.07069,25054.9216,51.97408,0.10423,272.97792,242.68663,1.98762,0.13301,13007479.93,2102.14133,10.96225,0.48034,0.48034,0.39518,0.04165,0.04351,0.00033,0.00066,-0.00034,0,0,0,0,0,0.00579,15.24,182.41469,90,0,0,14.80466,1009.72537,340.27052,0.05,0.08106
1.67125,32.36139,47.10557,36.97033,47.10557,36.97033,-0.00079,0,0.00079,-179.99922,0.00281,0.00583,28.61,-80.6,9.79208,0.00342,0,0.00051,-0.00011,44580.79565,24980.64657,51.91601,0.10414,272.99284,242.58431,1.99531,0.13844,13535974.92,2096.58094,11.87527,0.48045,0.48045,0.39513,0.04174,0.04358,0.00036,0.00057,-0.00016,0,0,0,0,0,0.00603,15.24,182.41469,90,0,0,14.78965,1009.45455,340.26143,0.05,0.08157
