Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
5.77125,563.9277,205.28604,33.26603,205.8653,33.37154,-19.46154,-16.17685,25.30696,-140.26592,15.43252,2.65162,28.60985,-80.6002,9.79048,0.92755,0,-1.98872,0.00289,38419.11469,18818.96561,46.72146,0.09674,272.54721,232.71838,2.61344,0.61054,56903797.3,1886.04839,229.56114,0.50759,0.5089,0.38113,0.06653,0.05993,0.10909,0.2852,-0.00028,0,0,0,0,-0.0005,0.02703,15.24,182.41469,84.80494,-140.23274,6.59919,11.33447,947.46603,338.16759,0.05,0.14054
5.82125,574.23342,206.94251,33.11686,207.52707,33.22705,-20.05768,-16.67197,26.08189,-140.26659,15.56537,2.70378,28.60985,-80.60021,9.79044,0.83336,0,-0.86658,0.00579,38352.32111,18752.17202,46.66038,0.09666,273.05196,232.59407,2.65472,0.61535,57299552.64,1881.17642,233.02824,0.5081,0.50917,0.38089,0.06701,0.0602,0.0972,0.2585,-0.00003,0,0,0,0,-0.00009,0.02725,15.24,182.41469,84.87665,-140.23834,6.02609,11.26748,946.31462,338.12699,0.05,0.14108
5.87125,584.62182,208.59296,32.99374,209.18329,33.11678,-20.65905,-17.17139,26.8636,-140.26733,15.70428,2.85215,28.60985,-80.60021,9.79041,0.70696,0,0.15477,0.00685,38285.66997,18685.52089,46.59932,0.09658,273.71823,232.46958,2.7066,0.62017,57695349.94,1877.61468,236.50959,0.50863,0.50939,0.38066,0.06749,0.06048,0.08151,0.22053,-0.00003,0,0,0,0,0,0.02746,15.24,182.41469,84.89341,-140.2421,5.53099,11.19996,945.15397,338.08607,0.05,0.14163
5.92125,595.09268,210.24139,32.95498,210.83807,33.08708,-21.26596,-17.67533,27.65246,-140.26812,15.85086,2.95367,28.60984,-80.60022,9.79038,0.64202,0,1.03874,0.00548,38219.06259,18618.91351,46.53818,0.0965,274.10739,232.34475,2.74033,0.62511,58100744.27,1877.2852,240.18631,0.50917,0.5098,0.38041,0.06799,0.06076,0.0736,0.20134,-0.00041,0,0,0,0,0.00013,0.02768,15.24,182.41469,84.86243,-140.24368,5.42622,11.1319,943.98411,338.04483,0.05,0.14218
5.97125,605.64594,211.88847,32.91348,212.49183,33.07403,-21.87858,-18.18397,28.44871,-140.26897,16.00166,3.25485,28.60984,-80.60022,9.79035,0.46771,0,1.9542,0.0059,38152.43609,18552.28701,46.4769,0.09642,275.03747,232.21944,2.80958,0.62998,58498066.57,1877.41478,243.75205,0.50971,0.51005,0.38017,0.06849,0.06105,0.05274,0.14771,0.00035,0,0,0,0,0.00045,0.0279,15.24,182.41469,84.78694,-140.24359,5.0784,11.0633,942.80504,338.00326,0.05,0.14273
6.02125,616.2815,213.53353,32.87371,214.14563,33.08687,-22.49751,-18.6978,29.25314,-140.26985,16.17966,3.74967,28.60983,-80.60023,9.79032,0.17436,0,2.29323,0.00353,38085.80435,18485.65527,46.4155,0.09634,276.61798,232.09368,2.92154,0.63474,58884633.19,1878.25578,247.25881,0.51024,0.51029,0.37993,0.06899,0.06132,0.01911,0.05559,0.00038,0,0,0,0,0.00061,0.02812,15.24,182.41469,84.67913,-140.24256,4.3529,10.99417,941.61678,337.96137,0.05,0.1433
6.07125,626.9992,215.17417,32.80114,215.79617,33.02172,-23.12368,-19.21759,30.06693,-140.27077,16.37256,3.81041,28.60983,-80.60024,9.79028,0.18814,0,2.46376,0.00693,38019.34375,18419.19466,46.35414,0.09626,276.63448,231.96781,2.93088,0.63985,59301332.19,1876.81874,251.22177,0.51083,0.51088,0.37968,0.06953,0.06163,0.02066,0.05943,-0.00021,0,0,0,0,0.0007,0.02834,15.24,182.41469,84.5585,-140.24129,4.83273,10.92451,940.41934,337.91915,0.05,0.14393
6.12125,637.79867,216.80424,32.56842,217.43575,32.80974,-23.75716,-19.7434,30.8902,-140.27171,16.55979,3.97204,28.60982,-80.60024,9.79025,0.12982,0,2.94742,0.00824,37952.94172,18352.79264,46.2927,0.09618,277.03174,231.84161,2.96523,0.64486,59708626.21,1869.65669,255.12473,0.51141,0.51144,0.37942,0.07007,0.06192,0.01418,0.0406,0.00042,0,0,0,0,0.00098,0.02856,15.24,182.41469,84.42348,-140.24013,5.11355,10.85431,939.21277,337.87661,0.05,0.14453
6.17125,648.67928,218.41937,32.26528,219.06251,32.58114,-24.39832,-20.27554,31.72342,-140.27267,16.77381,4.52575,28.60982,-80.60025,9.79022,0.19841,0,-2.75074,-0.00876,37887.04559,18286.89651,46.23162,0.0961,276.75225,231.71593,2.95514,0.64954,60082826.27,1861.16313,258.79697,0.51196,0.51202,0.37918,0.07058,0.0622,0.02183,0.06572,0.00033,0,0,0,0,-0.00084,0.02878,15.24,182.41469,84.27999,-140.23846,4.3291,10.78358,937.99713,337.83375,0.05,0.1452
6.22125,659.64019,220.01658,31.92183,220.67297,32.27232,-25.04816,-20.81485,32.56791,-140.27365,17.00778,4.74334,28.60981,-80.60026,9.79018,0.29677,0,-2.30219,-0.00777,37821.30488,18221.1558,46.17056,0.09603,276.3274,231.59011,2.93552,0.65441,60473522.94,1850.20303,262.68315,0.51254,0.51268,0.37893,0.07111,0.0625,0.033,0.09753,-0.00026,0,0,0,0,-0.00058,0.02899,15.24,182.41469,84.15186,-140.23786,4.36969,10.71234,936.77252,337.79058,0.05,0.14583
6.27125,670.68059,221.59946,31.64419,222.26934,31.98839,-25.70711,-21.36169,33.4242,-140.27463,17.24354,4.68004,28.60981,-80.60026,9.79015,0.2202,0,-1.89412,-0.00606,37755.97799,18155.82891,46.10977,0.09595,276.81642,231.46466,2.97584,0.65941,60875206.51,1840.77344,266.64374,0.51315,0.51322,0.37867,0.07168,0.0628,0.02431,0.0729,0.00006,0,0,0,0,-0.00039,0.02921,15.24,182.41469,84.04685,-140.23825,5.00437,10.64058,935.53902,337.74709,0.05,0.14642
6.32125,681.79995,223.17415,31.4572,223.85739,31.83221,-26.37505,-21.91595,34.29216,-140.27563,17.47661,4.87183,28.6098,-80.60027,9.79012,0.30889,0,-1.6352,-0.00627,37690.80809,18090.65901,46.049,0.09587,276.44258,231.33906,2.95955,0.66418,61254313.01,1835.68337,270.50401,0.51373,0.51388,0.37842,0.07222,0.06309,0.03443,0.10226,0.00034,0,0,0,0,-0.00029,0.02942,15.24,182.41469,83.95949,-140.23921,4.92921,10.5683,934.29671,337.70329,0.05,0.14696
6.37125,692.99783,224.74062,31.28809,225.43926,31.75059,-27.05241,-22.47799,35.17233,-140.27663,17.73454,5.39955,28.6098,-80.60028,9.79008,0.60371,0,-0.77994,-0.00619,37625.72504,18025.57596,45.9882,0.09579,275.04694,231.21321,2.87623,0.66866,61604858.19,1832.58906,274.31489,0.51429,0.51486,0.37818,0.07274,0.06337,0.06931,0.19974,0.00032,0,0,0,0,-0.00006,0.02963,15.24,182.41469,83.89836,-140.24089,3.88696,10.49551,933.04562,337.65918,0.05,0.14749
6.42125,704.27398,226.30506,31.2764,227.02078,31.76246,-27.74015,-23.04862,36.06598,-140.27763,18.01265,5.53538,28.60979,-80.60028,9.79005,0.66796,0,0.39794,-0.00508,37560.67174,17960.52265,45.9273,0.09571,274.82136,231.08697,2.86971,0.67334,61973154.89,1833.87347,278.18232,0.51488,0.51558,0.37793,0.07329,0.06366,0.07721,0.22115,-0.00026,0,0,0,0,0.00002,0.02985,15.24,182.41469,83.88735,-140.24407,3.549,10.42222,931.78579,337.61476,0.05,0.14803
6.47125,715.62835,227.86979,31.32059,228.60185,31.70979,-28.43853,-23.62804,36.97342,-140.27863,18.28019,4.95291,28.60979,-80.60029,9.79001,0.34005,0,1.37605,-0.01062,37495.64174,17895.49266,45.8663,0.09563,276.54741,230.96034,2.99128,0.67842,62376150.71,1834.38426,282.082,0.51554,0.51572,0.37766,0.07389,0.06398,0.03809,0.11382,-0.00021,0,0,0,0,0.00019,0.03006,15.24,182.41469,83.93227,-140.24871,4.57662,10.34842,930.51722,337.57004,0.05,0.14858
6.52125,727.06094,229.43385,31.25955,230.17917,31.60209,-29.14641,-24.21532,37.8932,-140.27963,18.50838,4.64032,28.60978,-80.6003,9.78998,0.18461,0,1.42816,-0.00874,37430.62149,17830.47241,45.8052,0.09556,277.45247,230.83329,3.059,0.68327,62757199.63,1832.10334,286.01708,0.51617,0.51622,0.3774,0.07448,0.06428,0.02038,0.06199,-0.00034,0,0,0,0,0.00021,0.03027,15.24,182.41469,84.00563,-140.25401,4.8588,10.2741,929.2399,337.52501,0.05,0.14913
6.57125,738.57162,230.99307,31.18277,231.7528,31.53466,-29.86329,-24.81002,38.82465,-140.28065,18.74997,4.69787,28.60978,-80.60031,9.78994,0.262,0,2.21033,-0.00963,37365.6356,17765.48652,45.744,0.09548,277.13171,230.70587,3.04632,0.68779,63106425.91,1830.52323,289.77879,0.51677,0.51688,0.37716,0.07504,0.06457,0.02916,0.08881,-0.00019,0,0,0,0,0.00049,0.03048,15.24,182.41469,84.09695,-140.25979,4.05006,10.19928,927.95387,337.47967,0.05,0.14968
6.62125,750.16029,232.55398,31.22796,233.32645,31.49869,-30.58919,-25.41216,39.76778,-140.28168,18.97046,4.12091,28.60977,-80.60031,9.78991,0.03816,0,-2.32359,-0.02783,37300.66408,17700.515,45.6827,0.0954,278.4288,230.57803,3.13981,0.69277,63495895.3,1831.42842,293.89385,0.51743,0.51744,0.37688,0.07566,0.06489,0.00415,0.01385,0.00018,0,0,0,0,-0.00053,0.03069,15.24,182.41469,84.21059,-140.26631,4.77435,10.12396,926.65912,337.43402,0.05,0.15023
6.67125,761.82702,234.11514,31.20046,234.8983,31.45471,-31.32303,-26.02084,40.7212,-140.28273,19.16534,3.99124,28.60977,-80.60032,9.78987,0.06569,0,-1.97182,-0.00735,37235.78168,17635.6326,45.62136,0.09532,278.37056,230.44992,3.1444,0.69741,63853640.83,1831.15681,297.79489,0.51807,0.51808,0.37663,0.07625,0.06519,0.00718,0.02266,-0.00041,0,0,0,0,-0.00038,0.0309,15.24,182.41469,84.32034,-140.27201,4.40303,10.04812,925.35565,337.38806,0.05,0.15078
6.72125,773.5716,235.6675,31.03481,236.46245,31.30674,-32.0646,-26.63587,41.68463,-140.28379,19.37315,4.11737,28.60976,-80.60033,9.78984,0.06403,0,2.23479,-0.0037,37170.94416,17570.79508,45.55994,0.09524,278.46852,230.32145,3.15926,0.70184,64190319.38,1826.53917,301.51775,0.51868,0.51869,0.37638,0.07683,0.06547,0.007,0.02148,0.00006,0,0,0,0,0.00048,0.03111,15.24,182.41469,84.42502,-140.27802,3.35069,9.97178,924.04348,337.3418,0.05,0.15132
6.77125,785.39353,237.20986,30.85841,238.01569,31.06277,-32.81408,-27.25742,42.6583,-140.28486,19.56909,3.55734,28.60975,-80.60034,9.7898,0.20192,0,-2.18535,0.00495,37106.55815,17506.40907,45.49882,0.09517,277.82306,230.19343,3.1253,0.70673,64567072.37,1819.60081,305.72933,0.51937,0.51944,0.37611,0.07747,0.06579,0.0224,0.07035,-0.00031,0,0,0,0,-0.00045,0.03132,15.24,182.41469,84.53493,-140.28512,3.97152,9.89494,922.72267,337.29523,0.05,0.15187
6.82125,797.29219,238.7364,30.52009,239.54996,30.67145,-33.57036,-27.88455,43.64078,-140.28596,19.72595,3.04343,28.60975,-80.60034,9.78976,0.42411,0,-1.29526,0.0036,37042.36105,17442.21197,45.43776,0.09509,276.76264,230.06534,3.06413,0.71154,64936312.72,1807.01234,310.00616,0.52006,0.52035,0.37584,0.07811,0.06611,0.04812,0.14722,-0.00046,0,0,0,0,-0.00016,0.03152,15.24,182.41469,84.62423,-140.29184,4.54359,9.8176,921.39329,337.24837,0.05,0.15241
6.87125,809.26678,240.24688,30.19097,241.06789,30.34565,-34.33255,-28.51651,44.63088,-140.28708,19.87872,3.0601,28.60974,-80.60035,9.78973,0.37475,0,-0.60691,0.00525,36978.55281,17378.40373,45.37695,0.09501,277.10594,229.93759,3.09504,0.71602,65272638.1,1796.20286,313.81278,0.52071,0.52093,0.37559,0.07872,0.0664,0.04234,0.13115,0.00034,0,0,0,0,-0.00003,0.03172,15.24,182.41469,84.67247,-140.29716,4.1075,9.73977,920.05542,337.2012,0.05,0.15296
6.92125,821.31672,241.7502,30.03983,242.57877,30.20833,-35.10066,-29.15332,45.62864,-140.28823,20.03258,3.18622,28.60974,-80.60036,9.78969,0.29372,0,0.15267,0.00491,36914.94045,17314.79137,45.31621,0.09494,277.6185,229.8098,3.13705,0.72048,65607239.2,1792.34373,317.62569,0.52137,0.52151,0.37533,0.07934,0.0667,0.03294,0.10376,0.00028,0,0,0,0,0,0.03192,15.24,182.41469,84.68287,-140.30056,3.71871,9.66144,918.70914,337.15373,0.05,0.15351
6.97125,833.44171,243.24901,29.93909,244.08635,30.15475,-35.87495,-29.79518,46.63438,-140.28939,20.20068,3.59996,28.60973,-80.60037,9.78965,0.07354,0,0.56938,0.00443,36851.26252,17251.11344,45.25529,0.09486,278.88948,229.68142,3.22888,0.72481,65927112.68,1791.17941,321.29233,0.52202,0.52203,0.37509,0.07994,0.06699,0.00807,0.0259,0.00005,0,0,0,0,0.00003,0.03212,15.24,182.41469,84.66346,-140.30239,2.83105,9.58263,917.35447,337.10597,0.05,0.15411
7.02125,845.64173,244.75146,30.03439,245.59946,30.26682,-36.65623,-30.44278,47.64916,-140.29057,20.39161,3.74375,28.60973,-80.60038,9.78962,0.01002,0,0.405,-0.00548,36787.55445,17187.40537,45.19421,0.09478,279.33646,229.55255,3.26666,0.72934,66264817.21,1796.59042,325.26474,0.52271,0.52271,0.37483,0.08059,0.06729,0.00109,0.00312,-0.00017,0,0,0,0,0.00001,0.03233,15.24,182.41469,84.63677,-140.30414,2.61478,9.50333,915.99142,337.05792,0.05,0.1547
7.07125,857.91703,246.26031,30.14888,247.11813,30.3763,-37.44472,-31.09631,48.67328,-140.29176,20.57257,3.71005,28.60972,-80.60038,9.78958,0.04591,0,0.74167,0.00218,36723.59718,17123.4481,45.13277,0.09471,279.23746,229.42272,3.26868,0.73403,66614921.95,1802.25712,329.42323,0.52344,0.52344,0.37455,0.08127,0.06761,0.00503,0.01681,0.00007,0,0,0,0,0.00005,0.03253,15.24,182.41469,84.60801,-140.30573,2.88239,9.42354,914.61995,337.00956,0.05,0.15525
7.12125,870.26787,247.77293,30.24272,248.64152,30.46714,-38.24042,-31.75575,49.70672,-140.29296,20.76492,3.69114,28.60971,-80.60039,9.78954,0.07034,0,0.55726,0.00641,36659.50277,17059.35369,45.07107,0.09463,279.20321,229.29215,3.275,0.73871,66962865.06,1807.22272,333.60483,0.52417,0.52418,0.37428,0.08197,0.06793,0.00774,0.02524,0.00014,0,0,0,0,0.00003,0.03273,15.24,182.41469,84.57522,-140.30742,3.06007,9.34326,913.24005,336.96091,0.05,0.1558
7.17125,882.69448,249.29097,30.33794,250.16876,30.53654,-39.04323,-32.42103,50.74935,-140.29417,20.93859,3.47702,28.60971,-80.6004,9.7895,0.1985,0,1.136,0.0039,36595.2209,16995.07182,45.00907,0.09455,278.61067,229.16075,3.24475,0.74357,67325346.79,1811.77762,338.02886,0.52496,0.52502,0.374,0.0827,0.06826,0.02213,0.07142,0.00016,0,0,0,0,0.00011,0.03293,15.24,182.41469,84.53354,-140.30819,3.80603,9.26249,911.85168,336.91197,0.05,0.15636
7.22125,895.19703,250.81076,30.3578,251.69836,30.59577,-39.8528,-33.09185,51.80073,-140.29539,21.11934,3.80858,28.6097,-80.60041,9.78946,0.05261,0,1.40534,-0.00011,36530.83585,16930.68677,44.94684,0.09448,279.50552,229.02867,3.31213,0.7481,67656776.44,1815.10559,342.07864,0.5257,0.5257,0.37373,0.08339,0.06857,0.00578,0.019,-0.00029,0,0,0,0,0.00017,0.03314,15.24,182.41469,84.47041,-140.30727,3.39088,9.18122,910.45483,336.86272,0.05,0.15691
7.27125,907.7756,252.33114,30.38353,253.23017,30.6461,-40.66975,-33.76872,52.86166,-140.29662,21.31932,4.00312,28.6097,-80.60042,9.78943,0.02042,0,-1.27628,-0.01606,36466.30973,16866.16065,44.88435,0.0944,279.78698,228.89583,3.33931,0.75273,67996407.28,1818.34537,346.30288,0.52647,0.52647,0.37345,0.08412,0.0689,0.00224,0.00807,0.00014,0,0,0,0,-0.00014,0.03334,15.24,182.41469,84.40166,-140.30705,3.31251,9.09946,909.04949,336.81317,0.05,0.15744
7.32125,920.43023,253.85394,30.44202,254.76411,30.67724,-41.49442,-34.45195,53.93258,-140.29786,21.51573,3.79164,28.60969,-80.60043,9.78939,0.11129,0,1.38992,0.01035,36401.69149,16801.54241,44.82164,0.09432,279.39311,228.76233,3.32223,0.75765,68359978.09,1821.6573,350.86663,0.5273,0.52732,0.37316,0.08491,0.06924,0.01233,0.04106,-0.00027,0,0,0,0,0.00016,0.03355,15.24,182.41469,84.33476,-140.30765,4.1688,9.0172,907.63564,336.76333,0.05,0.158
7.37125,933.16105,255.37873,30.4858,256.29877,30.67632,-42.32642,-35.14118,55.01298,-140.29911,21.69704,3.41363,28.60968,-80.60043,9.78935,0.31647,0,1.8735,0.01136,36337.03083,16736.88175,44.75875,0.09424,278.40131,228.62827,3.26595,0.76271,68734506.27,1824.06551,355.69602,0.52818,0.52834,0.37285,0.08573,0.0696,0.0358,0.11676,-0.00017,0,0,0,0,0.00029,0.03375,15.24,182.41469,84.25442,-140.30791,5.43183,8.93445,906.21329,336.71318,0.05,0.15856
7.42125,945.96805,256.90096,30.4171,257.8292,30.58844,-43.16501,-35.83581,56.1019,-140.30037,21.85844,3.23302,28.60968,-80.60044,9.78931,0.42834,-0.00001,2.93781,0.01024,36272.34472,16672.19564,44.69571,0.09417,277.92808,228.49368,3.24373,0.76771,69101789.11,1823.04712,360.49596,0.52907,0.52936,0.37255,0.08657,0.06995,0.04902,0.15786,-0.00016,0,0,0,0,0.00069,0.03395,15.24,182.41469,84.13569,-140.30608,6.48427,8.85121,904.78242,336.66273,0.05,0.15912
7.47125,958.85104,258.41778,30.28284,259.35488,30.50824,-44.0099,-36.53558,57.19895,-140.30165,22.02738,3.70165,28.60967,-80.60045,9.78927,0.26067,0,3.87673,0.01515,36207.73496,16607.58588,44.63262,0.09409,278.91344,228.35877,3.31724,0.77236,69436089.68,1821.53259,364.74313,0.52991,0.53002,0.37227,0.08736,0.07028,0.02937,0.09588,-0.00032,0,0,0,0,0.00119,0.03416,15.24,182.41469,83.96527,-140.30133,6.48133,8.76747,903.34306,336.61199,0.05,0.15984
7.52125,971.80965,259.92546,30.07137,260.87473,30.44196,-44.86197,-37.24123,58.30528,-140.30295,22.23465,4.73555,28.60967,-80.60046,9.78923,0.1644,0,-4.08146,0.00671,36143.17937,16543.03029,44.56944,0.09401,279.53109,228.22349,3.36664,0.77665,69736751.26,1819.28853,368.71854,0.5307,0.53074,0.372,0.08811,0.07059,0.01836,0.06282,-0.00008,0,0,0,0,-0.00131,0.03436,15.24,182.41469,83.76357,-140.29468,5.40163,8.68324,901.89526,336.56094,0.05,0.16051
7.57125,984.84332,261.42017,29.845,262.38672,30.34931,-45.72323,-37.95444,59.4235,-140.30424,22.50077,5.5097,28.60966,-80.60047,9.78919,0.45783,0,-2.90545,-0.00268,36078.82382,16478.67474,44.50633,0.09393,278.07527,228.08814,3.28,0.78107,70047003.25,1816.12756,373.1094,0.53153,0.53187,0.37173,0.08889,0.07091,0.05266,0.17382,-0.0001,0,0,0,0,-0.00066,0.03457,15.24,182.41469,83.58421,-140.28894,4.74823,8.59852,900.43907,336.5096,0.05,0.16109
7.62125,997.95139,262.90175,29.58284,263.88657,30.12844,-46.59503,-38.67636,60.55541,-140.30552,22.77705,5.70778,28.60965,-80.60048,9.78915,0.51011,0,-1.88826,-0.00504,36014.59889,16414.44981,44.44321,0.09386,277.91269,227.95259,3.27822,0.78572,70377430.71,1809.60574,377.64885,0.53242,0.53284,0.37144,0.08974,0.07124,0.05901,0.19412,0.00048,0,0,0,0,-0.00027,0.03477,15.24,182.41469,83.46306,-140.2858,4.98349,8.51332,898.97456,336.45797,0.05,0.16169
7.67125,1011.13313,264.36754,29.30041,265.37213,29.85535,-47.47781,-39.40734,61.70155,-140.30679,23.06893,5.72959,28.60965,-80.60049,9.78911,0.51173,0,-0.27131,-0.00415,35950.79675,16350.64767,44.38038,0.09378,278.00886,227.81745,3.2934,0.7903,70703376.82,1801.5571,382.10013,0.53332,0.53375,0.37116,0.09058,0.07158,0.05925,0.19486,0.00021,0,0,0,0,-0.00001,0.03497,15.24,182.41469,83.40949,-140.28594,5.07146,8.42763,897.56143,336.40605,0.05,0.16235
7.72125,1024.38767,265.8138,28.91048,266.83669,29.40273,-48.37154,-40.14736,62.86189,-140.30804,23.34187,5.35765,28.60964,-80.6005,9.78907,0.37378,0,0.74623,-0.0082,35887.32013,16287.17105,44.31773,0.0937,278.83144,227.68252,3.35623,0.79494,71034705.33,1788.03228,386.5221,0.53425,0.53448,0.37087,0.09147,0.07192,0.04274,0.14343,0.00007,0,0,0,0,0.00004,0.03517,15.24,182.41469,83.42314,-140.28901,5.56134,8.34148,896.15153,336.35384,0.05,0.16288
7.77125,1037.71402,267.24019,28.53309,268.28035,28.95089,-49.27555,-40.89586,64.03555,-140.30929,23.60133,4.90072,28.60963,-80.6005,9.78903,0.21559,0,1.73905,-0.0053,35824.33829,16224.18921,44.25545,0.09363,279.7835,227.54817,3.42751,0.79947,71354623.93,1774.60841,390.8868,0.53518,0.53526,0.37058,0.09235,0.07225,0.02429,0.0835,0.00007,0,0,0,0,0.00022,0.03537,15.24,182.41469,83.48769,-140.29442,5.88612,8.25486,894.73399,336.30134,0.05,0.16346
7.82125,1051.11136,268.65343,28.2515,269.70809,28.59585,-50.18896,-41.6521,65.22138,-140.31053,23.82832,4.42438,28.60963,-80.60051,9.78899,0.04977,0,1.87658,-0.01918,35761.70745,16161.55837,44.19338,0.09355,280.80691,227.41411,3.50346,0.80394,71668042.59,1764.63843,395.28077,0.53612,0.53612,0.3703,0.09324,0.07258,0.00552,0.01888,0.00033,0,0,0,0,0.00026,0.03556,15.24,182.41469,83.58102,-140.30138,6.17923,8.16778,893.30889,336.24857,0.05,0.16401
7.87125,1064.57899,270.05171,27.95733,271.12003,28.26401,-51.11089,-42.41535,66.41825,-140.31177,24.0446,4.15237,28.60962,-80.60052,9.78895,0.02369,0,-2.08209,-0.01616,35699.46073,16099.31165,44.13157,0.09348,281.0571,227.28039,3.52865,0.8082,71961184.3,1754.9743,399.5193,0.53703,0.53703,0.37002,0.09411,0.0729,0.00262,0.00909,-0.00041,0,0,0,0,-0.00032,0.03575,15.24,182.41469,83.68175,-140.30903,5.96737,8.08024,891.87633,336.19552,0.05,0.16454
7.92125,1078.11617,271.43536,27.67914,272.51536,27.89822,-52.0408,-43.18514,67.62544,-140.31301,24.23777,3.4894,28.60961,-80.60053,9.78891,0.2599,0,-1.74565,0.00279,35637.5347,16037.38562,44.06995,0.0934,279.85939,227.14691,3.45882,0.8127,72273669.81,1744.83385,404.14832,0.53802,0.53813,0.36974,0.09505,0.07324,0.02948,0.10218,0.00002,0,0,0,0,-0.00022,0.03594,15.24,182.41469,83.77851,-140.31661,6.60795,7.99224,890.43636,336.1422,0.05,0.16509
7.97125,1091.72206,272.80024,27.27943,273.88852,27.43979,-52.9774,-43.9604,68.84128,-140.31427,24.39164,2.96216,28.6096,-80.60054,9.78886,0.43341,0,-0.48583,0.00539,35576.47983,15976.33075,44.00907,0.09333,279.04298,227.01484,3.41392,0.81711,72577022.55,1731.03722,408.78351,0.53902,0.53933,0.36945,0.09599,0.07357,0.05003,0.17116,-0.0001,0,0,0,0,-0.00002,0.03612,15.24,182.41469,83.83678,-140.3223,7.1796,7.90381,888.98908,336.08861,0.05,0.16563
8.02125,1105.39508,274.11995,26.3505,275.21601,26.53609,-53.9197,-44.7403,70.06446,-140.31554,24.53782,3.13299,28.6096,-80.60055,9.78882,0.32408,0,0.69007,0.00387,35516.09569,15915.94661,43.94874,0.09326,279.71561,226.88379,3.46666,0.82101,72834156.74,1700.4654,412.60822,0.53992,0.54009,0.3692,0.09685,0.07387,0.03704,0.12877,-0.00033,0,0,0,0,0.00003,0.03629,15.24,182.41469,83.83198,-140.32394,6.65792,7.81493,887.53466,336.03475,0.05,0.16617
8.07125,1119.13285,275.3896,25.3326,276.49555,25.60654,-54.86801,-45.52509,71.29539,-140.31682,24.7055,3.73556,28.60959,-80.60056,9.78878,0.04923,0,1.28484,0.00269,35456.88923,15856.74015,43.88946,0.09319,281.31504,226.75485,3.58007,0.82459,73060479.69,1668.15521,416.03735,0.54076,0.54076,0.36897,0.09766,0.07414,0.00548,0.01955,0.00017,0,0,0,0,0.00012,0.03647,15.24,182.41469,83.7796,-140.32237,5.53806,7.72564,886.07336,335.98064,0.05,0.16672
8.12125,1132.93288,276.61093,24.39529,277.72987,24.7274,-55.82348,-46.31575,72.53558,-140.31811,24.90535,4.03908,28.60958,-80.60057,9.78874,0.10194,0,-0.91118,0.00066,35398.7483,15798.59922,43.83114,0.09312,281.10908,226.62781,3.57489,0.82823,73291644.44,1637.96466,419.71374,0.54164,0.54165,0.36873,0.09849,0.07442,0.01141,0.04074,0.00029,0,0,0,0,-0.00006,0.03663,15.24,182.41469,83.72052,-140.32013,5.01005,7.63594,884.60543,335.92628,0.05,0.16726
8.17125,1146.79298,277.79294,23.62399,278.92447,23.91863,-56.78665,-47.11273,73.78573,-140.31939,25.09869,3.74275,28.60958,-80.60058,9.7887,0.00423,0,-0.8232,-0.05921,35341.22774,15741.07866,43.77332,0.09305,281.75993,226.50172,3.62587,0.83214,73545170.31,1611.74597,423.7167,0.5426,0.5426,0.36847,0.09941,0.07472,0.00047,0.00155,0.00013,0,0,0,0,-0.00005,0.03679,15.24,182.41469,83.67612,-140.31887,5.6712,7.54585,883.13111,335.87168,0.05,0.16781
8.22125,1160.71192,278.96445,23.41482,280.10736,23.66635,-57.75703,-47.91562,75.0452,-140.32067,25.27779,3.44125,28.60957,-80.60059,9.78865,0.11675,0,0.99631,-0.00177,35284.26846,15684.11938,43.71596,0.09298,281.22222,226.37645,3.5988,0.83606,73797986.19,1605.38967,427.79285,0.54359,0.54361,0.36821,0.10036,0.07502,0.01311,0.04716,-0.00036,0,0,0,0,0.00007,0.03695,15.24,182.41469,83.63214,-140.31807,6.43799,7.45537,881.65054,335.81686,0.05,0.16835
