Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
0.927,11.320217,2.178173
0.928,11.318117,2.1778289
0.929,11.316018,2.1774849
0.93,11.313918,2.1771408
0.931,11.311818,2.1767968
0.932,11.309719,2.1764527
0.933,11.307619,2.1761087
0.934,11.30552,2.1757647
0.935,11.303421,2.1754208
0.936,11.301321,2.1750768
0.937,11.299222,2.1747329
0.938,11.297123,2.174389
0.939,11.295024,2.1740451
0.94,11.292925,2.1737012
0.941,11.290826,2.1733573
0.942,11.288728,2.1730135
0.943,11.286629,2.1726696
0.944,11.28453,2.1723258
0.945,11.282432,2.171982
0.946,11.280333,2.1716382
0.947,11.278235,2.1712944
0.948,11.276137,2.1709507
0.949,11.274038,2.170607
0.95,11.27194,2.1702632
0.951,11.269842,2.1699195
0.952,11.267744,2.1695759
0.953,11.265646,2.1692322
0.954,11.263548,2.1688885
0.955,11.26145,2.1685449
0.956,11.259353,2.1682013
0.957,11.257255,2.1678577
0.958,11.255157,2.1675141
0.959,11.25306,2.1671706
0.96,11.250962,2.166827
0.961,11.248865,2.1664835
0.962,11.246768,2.16614
0.963,11.24467,2.1657965
0.964,11.242573,2.165453
0.965,11.240476,2.1651095
0.966,11.238379,2.1647661
0.967,11.236282,2.1644226
0.968,11.234185,2.1640792
0.969,11.232089,2.1637358
0.97,11.229992,2.1633925
0.971,11.227895,2.1630491
0.972,11.225799,2.1627057
0.973,11.223702,2.1623624
0.974,11.221606,2.1620191
0.975,11.21951,2.1616758
0.976,11.217413,2.1613325
0.977,11.215317,2.1609893
0.978,11.213221,2.160646
0.979,11.211125,2.1603028
0.98,11.209029,2.1599596
0.981,11.206933,2.1596164
0.982,11.204837,2.1592732
0.983,11.202742,2.15893
0.984,11.200646,2.1585869
0.985,11.19855,2.1582438
0.986,11.196455,2.1579007
0.987,11.194359,2.1575576
0.988,11.192264,2.1572145
0.989,11.190169,2.1568714
0.99,11.188074,2.1565284
0.991,11.185978,2.1561854
0.992,11.183883,2.1558423
0.993,11.181788,2.1554994
0.994,11.179694,2.1551564
0.995,11.177599,2.1548134
0.996,11.175504,2.1544705
0.997,11.173409,2.1541275
0.998,11.171315,2.1537846
0.999,11.16922,2.1534417
1,11.167126,2.1530989
1.001,11.165031,2.152756
1.002,11.162937,2.1524132
1.003,11.160843,2.1520703
1.004,11.158749,2.1517275
1.005,11.156654,2.1513847
1.006,11.15456,2.1510419
1.007,11.152466,2.1506992
1.008,11.150373,2.1503564
1.009,11.148279,2.1500137
1.01,11.146185,2.149671
1.011,11.144091,2.1493283
1.012,11.141998,2.1489856
1.013,11.139904,2.148643
1.014,11.137811,2.1483003
1.015,11.135718,2.1479577
1.016,11.133624,2.1476151
1.017,11.131531,2.1472725
1.018,11.129438,2.1469299
1.019,11.127345,2.1465873
1.02,11.125252,2.1462448
1.021,11.123159,2.1459023
1.022,11.121066,2.1455597
1.023,11.118973,2.1452172
1.024,11.116881,2.1448748
1.025,11.114788,2.1445323
1.026,11.112696,2.1441899
1.027,11.110603,2.1438474
1.028,11.108511,2.143505
1.029,11.106419,2.1431626
1.03,11.104326,2.1428202
1.031,11.102234,2.1424779
1.032,11.100142,2.1421355
1.033,11.09805,2.1417932
1.034,11.095958,2.1414509
1.035,11.093866,2.1411086
1.036,11.091774,2.1407663
1.037,11.089683,2.140424
1.038,11.087591,2.1400818
1.039,11.0855,2.1397395
1.04,11.083408,2.1393973
1.041,11.081317,2.1390551
1.042,11.079225,2.1387129
1.043,11.077134,2.1383708
1.044,11.075043,2.1380286
1.045,11.072952,2.1376865
1.046,11.070861,2.1373444
1.047,11.06877,2.1370023
1.048,11.066679,2.1366602
1.049,11.064588,2.1363181
1.05,11.062497,2.1359761
1.051,11.060407,2.135634
1.052,11.058316,2.135292
1.053,11.056226,2.13495
1.054,11.054135,2.134608
1.055,11.052045,2.134266
1.056,11.049955,2.1339241
1.057,11.047864,2.1335821
1.058,11.045774,2.1332402
1.059,11.043684,2.1328983
1.06,11.041594,2.1325564
1.061,11.039504,2.1322145
1.062,11.037414,2.1318727
1.063,11.035325,2.1315308
1.064,11.033235,2.131189
1.065,11.031145,2.1308472
1.066,11.029056,2.1305054
1.067,11.026966,2.1301636
1.068,11.024877,2.1298219
1.069,11.022788,2.1294801
1.07,11.020698,2.1291384
1.071,11.018609,2.1287967
1.072,11.01652,2.128455
1.073,11.014431,2.1281133
1.074,11.012342,2.1277717
1.075,11.010253,2.12743
1.076,11.008164,2.1270884
1.077,11.006076,2.1267468
1.078,11.003987,2.1264052
1.079,11.001898,2.1260636
1.08,10.99981,2.125722
1.081,10.997722,2.1253805
1.082,10.995633,2.125039
1.083,10.993545,2.1246974
1.084,10.991457,2.1243559
1.085,10.989369,2.1240144
1.086,10.987281,2.123673
1.087,10.985193,2.1233315
1.088,10.983105,2.1229901
1.089,10.981017,2.1226487
1.09,10.978929,2.1223073
1.091,10.976841,2.1219659
1.092,10.974754,2.1216245
1.093,10.972666,2.1212832
1.094,10.970579,2.1209418
1.095,10.968492,2.1206005
1.096,10.966404,2.1202592
1.097,10.964317,2.1199179
1.098,10.96223,2.1195766
1.099,10.960143,2.1192354
1.1,10.958056,2.1188941
1.101,10.955969,2.1185529
1.102,10.953882,2.1182117
1.103,10.951795,2.1178705
1.104,10.949709,2.1175293
1.105,10.947622,2.1171881
1.106,10.945535,2.116847
1.107,10.943449,2.1165059
1.108,10.941362,2.1161648
1.109,10.939276,2.1158237
1.11,10.93719,2.1154826
1.111,10.935104,2.1151415
1.112,10.933018,2.1148005
1.113,10.930932,2.1144594
1.114,10.928846,2.1141184
1.115,10.92676,2.1137774
1.116,10.924674,2.1134364
1.117,10.922588,2.1130954
1.118,10.920503,2.1127545
1.119,10.918417,2.1124136
1.12,10.916332,2.1120726
1.121,10.914246,2.1117317
1.122,10.912161,2.1113908
1.123,10.910075,2.11105
1.124,10.90799,2.1107091
1.125,10.905905,2.1103683
1.126,10.90382,2.1100274
1.127,10.901735,2.1096866
1.128,10.89965,2.1093458
1.129,10.897565,2.1090051
1.13,10.895481,2.1086643
1.131,10.893396,2.1083235
1.132,10.891311,2.1079828
1.133,10.889227,2.1076421
1.134,10.887142,2.1073014
1.135,10.885058,2.1069607
1.136,10.882974,2.1066201
1.137,10.880889,2.1062794
1.138,10.878805,2.1059388
1.139,10.876721,2.1055981
1.14,10.874637,2.1052575
1.141,10.872553,2.104917
1.142,10.870469,2.1045764
1.143,10.868386,2.1042358
1.144,10.866302,2.1038953
1.145,10.864218,2.1035548
1.146,10.862135,2.1032143
1.147,10.860051,2.1028738
1.148,10.857968,2.1025333
1.149,10.855885,2.1021928
1.15,10.853801,2.1018524
1.151,10.851718,2.101512
1.152,10.849635,2.1011715
1.153,10.847552,2.1008311
1.154,10.845469,2.1004908
1.155,10.843386,2.1001504
1.156,10.841303,2.09981
1.157,10.839221,2.0994697
1.158,10.837138,2.0991294
1.159,10.835055,2.0987891
1.16,10.832973,2.0984488
1.161,10.830891,2.0981085
1.162,10.828808,2.0977683
1.163,10.826726,2.097428
1.164,10.824644,2.0970878
1.165,10.822562,2.0967476
1.166,10.82048,2.0964074
1.167,10.818398,2.0960672
1.168,10.816316,2.0957271
1.169,10.814234,2.0953869
1.17,10.812152,2.0950468
1.171,10.81007,2.0947067
1.172,10.807989,2.0943666
1.173,10.805907,2.0940265
1.174,10.803826,2.0936864
1.175,10.801744,2.0933464
1.176,10.799663,2.0930064
1.177,10.797582,2.0926663
1.178,10.795501,2.0923263
1.179,10.79342,2.0919863
1.18,10.791339,2.0916464
1.181,10.789258,2.0913064
1.182,10.787177,2.0909665
1.183,10.785096,2.0906266
1.184,10.783016,2.0902866
1.185,10.780935,2.0899467
1.186,10.778854,2.0896069
1.187,10.776774,2.089267
1.188,10.774693,2.0889272
1.189,10.772613,2.0885873
1.19,10.770533,2.0882475
1.191,10.768453,2.0879077
1.192,10.766373,2.0875679
1.193,10.764293,2.0872282
1.194,10.762213,2.0868884
1.195,10.760133,2.0865487
1.196,10.758053,2.0862089
1.197,10.755973,2.0858692
1.198,10.753894,2.0855296
1.199,10.751814,2.0851899
1.2,10.749735,2.0848502
1.201,10.747655,2.0845106
1.202,10.745576,2.0841709
1.203,10.743497,2.0838313
1.204,10.741417,2.0834917
1.205,10.739338,2.0831522
1.206,10.737259,2.0828126
1.207,10.73518,2.082473
1.208,10.733101,2.0821335
1.209,10.731023,2.081794
1.21,10.728944,2.0814545
1.211,10.726865,2.081115
1.212,10.724787,2.0807755
1.213,10.722708,2.0804361
1.214,10.72063,2.0800966
1.215,10.718551,2.0797572
1.216,10.716473,2.0794178
1.217,10.714395,2.0790784
1.218,10.712317,2.078739
1.219,10.710239,2.0783996
1.22,10.708161,2.0780603
1.221,10.706083,2.077721
1.222,10.704005,2.0773816
1.223,10.701927,2.0770423
1.224,10.699849,2.0767031
1.225,10.697772,2.0763638
1.226,10.695694,2.0760245
1.227,10.693617,2.0756853
1.228,10.691539,2.0753461
1.229,10.689462,2.0750069
1.23,10.687385,2.0746677
1.231,10.685308,2.0743285
1.232,10.683231,2.0739893
1.233,10.681154,2.0736502
1.234,10.679077,2.073311
1.235,10.677,2.0729719
1.236,10.674923,2.0726328
1.237,10.672846,2.0722937
1.238,10.67077,2.0719547
1.239,10.668693,2.0716156
1.24,10.666617,2.0712766
1.241,10.66454,2.0709375
1.242,10.662464,2.0705985
1.243,10.660388,2.0702595
1.244,10.658311,2.0699206
1.245,10.656235,2.0695816
1.246,10.654159,2.0692427
1.247,10.652083,2.0689037
1.248,10.650008,2.0685648
1.249,10.647932,2.0682259
1.25,10.645856,2.067887
1.251,10.64378,2.0675482
1.252,10.641705,2.0672093
1.253,10.639629,2.0668705
1.254,10.637554,2.0665316
1.255,10.635479,2.0661928
1.256,10.633403,2.065854
1.257,10.631328,2.0655153
1.258,10.629253,2.0651765
1.259,10.627178,2.0648377
1.26,10.625103,2.064499
1.261,10.623028,2.0641603
1.262,10.620953,2.0638216
1.263,10.618878,2.0634829
1.264,10.616804,2.0631442
1.265,10.614729,2.0628056
1.266,10.612655,2.0624669
1.267,10.61058,2.0621283
1.268,10.608506,2.0617897
1.269,10.606432,2.0614511
1.27,10.604357,2.0611125
1.271,10.602283,2.060774
1.272,10.600209,2.0604354
1.273,10.598135,2.0600969
1.274,10.596061,2.0597584
1.275,10.593987,2.0594199
1.276,10.591914,2.0590814
1.277,10.58984,2.0587429
1.278,10.587766,2.0584045
1.279,10.585693,2.058066
1.28,10.583619,2.0577276
1.281,10.581546,2.0573892
1.282,10.579473,2.0570508
1.283,10.577399,2.0567124
1.284,10.575326,2.056374
1.285,10.573253,2.0560357
1.286,10.57118,2.0556973
1.287,10.569107,2.055359
1.288,10.567034,2.0550207
1.289,10.564962,2.0546824
1.29,10.562889,2.0543442
1.291,10.560816,2.0540059
1.292,10.558744,2.0536677
1.293,10.556671,2.0533294
1.294,10.554599,2.0529912
1.295,10.552527,2.052653
1.296,10.550454,2.0523148
1.297,10.548382,2.0519767
1.298,10.54631,2.0516385
1.299,10.544238,2.0513004
1.3,10.542166,2.0509622
1.301,10.540094,2.0506241
1.302,10.538022,2.050286
1.303,10.535951,2.049948
1.304,10.533879,2.0496099
1.305,10.531807,2.0492719
1.306,10.529736,2.0489338
1.307,10.527665,2.0485958
1.308,10.525593,2.0482578
1.309,10.523522,2.0479198
1.31,10.521451,2.0475819
1.311,10.51938,2.0472439
1.312,10.517309,2.046906
1.313,10.515238,2.046568
1.314,10.513167,2.0462301
1.315,10.511096,2.0458922
1.316,10.509025,2.0455543
1.317,10.506955,2.0452165
1.318,10.504884,2.0448786
1.319,10.502813,2.0445408
1.32,10.500743,2.044203
1.321,10.498673,2.0438652
1.322,10.496602,2.0435274
1.323,10.494532,2.0431896
1.324,10.492462,2.0428518
1.325,10.490392,2.0425141
1.326,10.488322,2.0421764
1.327,10.486252,2.0418386
1.328,10.484182,2.0415009
1.329,10.482113,2.0411633
1.33,10.480043,2.0408256
1.331,10.477973,2.0404879
1.332,10.475904,2.0401503
1.333,10.473834,2.0398127
1.334,10.471765,2.0394751
1.335,10.469696,2.0391375
1.336,10.467626,2.0387999
1.337,10.465557,2.0384623
1.338,10.463488,2.0381248
1.339,10.461419,2.0377872
1.34,10.45935,2.0374497
1.341,10.457281,2.0371122
1.342,10.455213,2.0367747
1.343,10.453144,2.0364373
1.344,10.451075,2.0360998
1.345,10.449007,2.0357623
1.346,10.446938,2.0354249
1.347,10.44487,2.0350875
1.348,10.442802,2.0347501
1.349,10.440733,2.0344127
1.35,10.438665,2.0340753
1.351,10.436597,2.033738
1.352,10.434529,2.0334007
1.353,10.432461,2.0330633
1.354,10.430393,2.032726
1.355,10.428326,2.0323887
1.356,10.426258,2.0320514
1.357,10.42419,2.0317142
1.358,10.422123,2.0313769
1.359,10.420055,2.0310397
1.36,10.417988,2.0307025
1.361,10.41592,2.0303653
1.362,10.413853,2.0300281
1.363,10.411786,2.0296909
1.364,10.409719,2.0293537
1.365,10.407652,2.0290166
1.366,10.405585,2.0286795
1.367,10.403518,2.0283423
1.368,10.401451,2.0280052
1.369,10.399385,2.0276682
1.37,10.397318,2.0273311
1.371,10.395251,2.026994
1.372,10.393185,2.026657
1.373,10.391119,2.02632
1.374,10.389052,2.0259829
1.375,10.386986,2.0256459
1.376,10.38492,2.025309
1.377,10.382854,2.024972
1.378,10.380788,2.024635
1.379,10.378722,2.0242981
1.38,10.376656,2.0239612
1.381,10.37459,2.0236243
1.382,10.372524,2.0232874
1.383,10.370459,2.0229505
1.384,10.368393,2.0226136
1.385,10.366327,2.0222768
1.386,10.364262,2.0219399
1.387,10.362197,2.0216031
1.388,10.360131,2.0212663
1.389,10.358066,2.0209295
1.39,10.356001,2.0205928
1.391,10.353936,2.020256
1.392,10.351871,2.0199193
1.393,10.349806,2.0195825
1.394,10.347741,2.0192458
1.395,10.345677,2.0189091
1.396,10.343612,2.0185724
1.397,10.341547,2.0182357
1.398,10.339483,2.0178991
1.399,10.337418,2.0175624
1.4,10.335354,2.0172258
1.401,10.33329,2.0168892
1.402,10.331226,2.0165526
1.403,10.329161,2.016216
1.404,10.327097,2.0158795
1.405,10.325033,2.0155429
1.406,10.322969,2.0152064
1.407,10.320906,2.0148698
1.408,10.318842,2.0145333
1.409,10.316778,2.0141968
1.41,10.314715,2.0138604
1.411,10.312651,2.0135239
1.412,10.310588,2.0131874
1.413,10.308524,2.012851
1.414,10.306461,2.0125146
1.415,10.304398,2.0121782
1.416,10.302335,2.0118418
1.417,10.300272,2.0115054
1.418,10.298209,2.011169
1.419,10.296146,2.0108327
1.42,10.294083,2.0104964
1.421,10.29202,2.01016
1.422,10.289957,2.0098237
1.423,10.287895,2.0094875
1.424,10.285832,2.0091512
1.425,10.28377,2.0088149
1.426,10.281707,2.0084787
1.427,10.279645,2.0081424
1.428,10.277583,2.0078062
1.429,10.275521,2.00747
1.43,10.273459,2.0071338
1.431,10.271397,2.0067977
1.432,10.269335,2.0064615
1.433,10.267273,2.0061254
1.434,10.265211,2.0057892
1.435,10.263149,2.0054531
1.436,10.261088,2.005117
1.437,10.259026,2.004781
1.438,10.256965,2.0044449
1.439,10.254903,2.0041088
1.44,10.252842,2.0037728
1.441,10.250781,2.0034368
1.442,10.24872,2.0031008
1.443,10.246659,2.0027648
1.444,10.244597,2.0024288
1.445,10.242537,2.0020928
1.446,10.240476,2.0017569
1.447,10.238415,2.0014209
1.448,10.236354,2.001085
1.449,10.234294,2.0007491
1.45,10.232233,2.0004132
1.451,10.230173,2.0000773
1.452,10.228112,1.9997414
1.453,10.226052,1.9994056
1.454,10.223992,1.9990698
1.455,10.221931,1.9987339
1.456,10.219871,1.9983981
1.457,10.217811,1.9980623
1.458,10.215751,1.9977266
1.459,10.213691,1.9973908
1.46,10.211632,1.9970551
1.461,10.209572,1.9967193
1.462,10.207512,1.9963836
1.463,10.205453,1.9960479
1.464,10.203393,1.9957122
1.465,10.201334,1.9953765
1.466,10.199275,1.9950409
1.467,10.197215,1.9947052
1.468,10.195156,1.9943696
1.469,10.193097,1.994034
1.47,10.191038,1.9936984
1.471,10.188979,1.9933628
1.472,10.18692,1.9930272
1.473,10.184861,1.9926916
1.474,10.182803,1.9923561
1.475,10.180744,1.9920206
1.476,10.178685,1.9916851
1.477,10.176627,1.9913496
1.478,10.174568,1.9910141
1.479,10.17251,1.9906786
1.48,10.170452,1.9903431
1.481,10.168394,1.9900077
1.482,10.166336,1.9896723
1.483,10.164278,1.9893368
1.484,10.16222,1.9890014
1.485,10.160162,1.9886661
1.486,10.158104,1.9883307
1.487,10.156046,1.9879953
1.488,10.153989,1.98766
1.489,10.151931,1.9873247
1.49,10.149873,1.9869893
1.491,10.147816,1.986654
1.492,10.145759,1.9863188
1.493,10.143701,1.9859835
1.494,10.141644,1.9856482
1.495,10.139587,1.985313
1.496,10.13753,1.9849778
1.497,10.135473,1.9846426
1.498,10.133416,1.9843074
1.499,10.131359,1.9839722
1.5,10.129303,1.983637
1.501,10.127246,1.9833018
1.502,10.125189,1.9829667
1.503,10.123133,1.9826316
1.504,10.121076,1.9822965
1.505,10.11902,1.9819614
1.506,10.116964,1.9816263
1.507,10.114908,1.9812912
1.508,10.112851,1.9809562
1.509,10.110795,1.9806211
1.51,10.108739,1.9802861
1.511,10.106684,1.9799511
1.512,10.104628,1.9796161
1.513,10.102572,1.9792811
1.514,10.100516,1.9789461
1.515,10.098461,1.9786112
1.516,10.096405,1.9782762
1.517,10.09435,1.9779413
1.518,10.092294,1.9776064
1.519,10.090239,1.9772715
1.52,10.088184,1.9769366
1.521,10.086129,1.9766018
1.522,10.084074,1.9762669
1.523,10.082019,1.9759321
1.524,10.079964,1.9755972
1.525,10.077909,1.9752624
1.526,10.075854,1.9749276
1.527,10.0738,1.9745929
1.528,10.071745,1.9742581
1.529,10.069691,1.9739233
1.53,10.067636,1.9735886
1.531,10.065582,1.9732539
1.532,10.063527,1.9729192
1.533,10.061473,1.9725845
1.534,10.059419,1.9722498
1.535,10.057365,1.9719151
1.536,10.055311,1.9715805
1.537,10.053257,1.9712458
1.538,10.051203,1.9709112
1.539,10.04915,1.9705766
1.54,10.047096,1.970242
1.541,10.045042,1.9699074
1.542,10.042989,1.9695728
1.543,10.040935,1.9692383
1.544,10.038882,1.9689038
1.545,10.036829,1.9685692
1.546,10.034775,1.9682347
1.547,10.032722,1.9679002
1.548,10.030669,1.9675657
1.549,10.028616,1.9672313
1.55,10.026563,1.9668968
1.551,10.024511,1.9665624
1.552,10.022458,1.966228
1.553,10.020405,1.9658935
1.554,10.018352,1.9655592
1.555,10.0163,1.9652248
1.556,10.014247,1.9648904
1.557,10.012195,1.964556
1.558,10.010143,1.9642217
1.559,10.008091,1.9638874
1.56,10.006038,1.9635531
1.561,10.003986,1.9632188
1.562,10.001934,1.9628845
1.563,9.9998825,1.9625502
1.564,9.9978307,1.962216
1.565,9.9957789,1.9618817
1.566,9.9937272,1.9615475
1.567,9.9916756,1.9612133
1.568,9.9896241,1.9608791
1.569,9.9875726,1.9605449
1.57,9.9855213,1.9602107
1.571,9.98347,1.9598766
1.572,9.9814187,1.9595424
1.573,9.9793676,1.9592083
1.574,9.9773165,1.9588742
1.575,9.9752655,1.9585401
1.576,9.9732146,1.958206
1.577,9.9711638,1.957872
1.578,9.969113,1.9575379
1.579,9.9670623,1.9572039
1.58,9.9650117,1.9568698
1.581,9.9629612,1.9565358
1.582,9.9609107,1.9562018
1.583,9.9588604,1.9558678
1.584,9.9568101,1.9555339
1.585,9.9547598,1.9551999
1.586,9.9527097,1.954866
1.587,9.9506596,1.954532
1.588,9.9486096,1.9541981
1.589,9.9465597,1.9538642
1.59,9.9445099,1.9535303
1.591,9.9424601,1.9531965
1.592,9.9404104,1.9528626
1.593,9.9383608,1.9525288
1.594,9.9363113,1.9521949
1.595,9.9342618,1.9518611
1.596,9.9322124,1.9515273
1.597,9.9301631,1.9511935
1.598,9.9281139,1.9508597
1.599,9.9260648,1.950526
1.6,9.9240157,1.9501922
1.601,9.9219667,1.9498585
1.602,9.9199178,1.9495248
1.603,9.9178689,1.9491911
1.604,9.9158202,1.9488574
1.605,9.9137715,1.9485237
1.606,9.9117229,1.9481901
1.607,9.9096743,1.9478564
1.608,9.9076259,1.9475228
1.609,9.9055775,1.9471892
1.61,9.9035292,1.9468556
1.611,9.901481,1.946522
1.612,9.8994328,1.9461884
1.613,9.8973847,1.9458548
1.614,9.8953368,1.9455213
1.615,9.8932888,1.9451878
1.616,9.891241,1.9448542
1.617,9.8891932,1.9445207
1.618,9.8871455,1.9441872
1.619,9.8850979,1.9438538
1.62,9.8830504,1.9435203
1.621,9.8810029,1.9431868
1.622,9.8789556,1.9428534
1.623,9.8769083,1.94252
1.624,9.874861,1.9421866
1.625,9.8728139,1.9418532
1.626,9.8707668,1.9415198
1.627,9.8687198,1.9411864
1.628,9.8666729,1.9408531
1.629,9.864626,1.9405197
1.63,9.8625793,1.9401864
1.631,9.8605326,1.9398531
1.632,9.858486,1.9395198
1.633,9.8564395,1.9391865
1.634,9.854393,1.9388533
1.635,9.8523466,1.93852
1.636,9.8503003,1.9381868
1.637,9.8482541,1.9378535
1.638,9.8462079,1.9375203
1.639,9.8441619,1.9371871
1.64,9.8421159,1.936854
1.641,9.84007,1.9365208
1.642,9.8380241,1.9361876
1.643,9.8359784,1.9358545
1.644,9.8339327,1.9355214
1.645,9.8318871,1.9351882
1.646,9.8298415,1.9348551
1.647,9.8277961,1.9345221
1.648,9.8257507,1.934189
1.649,9.8237054,1.9338559
1.65,9.8216602,1.9335229
1.651,9.819615,1.9331898
1.652,9.8175699,1.9328568
1.653,9.815525,1.9325238
1.654,9.81348,1.9321908
1.655,9.8114352,1.9318579
1.656,9.8093904,1.9315249
1.657,9.8073458,1.931192
1.658,9.8053011,1.930859
1.659,9.8032566,1.9305261
1.66,9.8012122,1.9301932
1.661,9.7991678,1.9298603
1.662,9.7971235,1.9295274
1.663,9.7950793,1.9291946
1.664,9.7930351,1.9288617
1.665,9.790991,1.9285289
1.666,9.7889471,1.9281961
1.667,9.7869031,1.9278632
1.668,9.7848593,1.9275304
1.669,9.7828155,1.9271977
1.67,9.7807719,1.9268649
1.671,9.7787283,1.9265321
1.672,9.7766847,1.9261994
1.673,9.7746413,1.9258667
1.674,9.7725979,1.925534
1.675,9.7705546,1.9252013
1.676,9.7685114,1.9248686
1.677,9.7664682,1.9245359
1.678,9.7644252,1.9242033
1.679,9.7623822,1.9238706
1.68,9.7603393,1.923538
1.681,9.7582965,1.9232054
1.682,9.7562537,1.9228728
1.683,9.754211,1.9225402
1.684,9.7521684,1.9222076
1.685,9.7501259,1.9218751
1.686,9.7480834,1.9215425
1.687,9.7460411,1.92121
1.688,9.7439988,1.9208775
1.689,9.7419566,1.920545
1.69,9.7399144,1.9202125
1.691,9.7378724,1.91988
1.692,9.7358304,1.9195475
1.693,9.7337885,1.9192151
1.694,9.7317466,1.9188827
1.695,9.7297049,1.9185502
1.696,9.7276632,1.9182178
1.697,9.7256216,1.9178854
1.698,9.7235801,1.9175531
1.699,9.7215386,1.9172207
1.7,9.7194973,1.9168883
1.701,9.717456,1.916556
1.702,9.7154148,1.9162237
1.703,9.7133736,1.9158914
1.704,9.7113326,1.9155591
1.705,9.7092916,1.9152268
1.706,9.7072507,1.9148945
1.707,9.7052099,1.9145623
1.708,9.7031691,1.91423
1.709,9.7011285,1.9138978
1.71,9.6990879,1.9135656
1.711,9.6970473,1.9132334
1.712,9.6950069,1.9129012
1.713,9.6929665,1.912569
1.714,9.6909263,1.9122369
1.715,9.6888861,1.9119047
1.716,9.6868459,1.9115726
1.717,9.6848059,1.9112405
1.718,9.6827659,1.9109084
1.719,9.680726,1.9105763
1.72,9.6786862,1.9102442
1.721,9.6766464,1.9099121
1.722,9.6746068,1.9095801
1.723,9.6725672,1.9092481
1.724,9.6705277,1.908916
1.725,9.6684882,1.908584
1.726,9.6664489,1.908252
1.727,9.6644096,1.9079201
1.728,9.6623704,1.9075881
1.729,9.6603313,1.9072561
1.73,9.6582922,1.9069242
1.731,9.6562533,1.9065923
1.732,9.6542144,1.9062604
1.733,9.6521755,1.9059285
1.734,9.6501368,1.9055966
1.735,9.6480981,1.9052647
1.736,9.6460596,1.9049329
1.737,9.6440211,1.904601
1.738,9.6419826,1.9042692
1.739,9.6399443,1.9039374
1.74,9.637906,1.9036056
1.741,9.6358678,1.9032738
1.742,9.6338297,1.902942
1.743,9.6317917,1.9026102
1.744,9.6297537,1.9022785
1.745,9.6277158,1.9019468
1.746,9.625678,1.901615
1.747,9.6236403,1.9012833
1.748,9.6216026,1.9009516
1.749,9.619565,1.90062
1.75,9.6175275,1.9002883
1.751,9.6154901,1.8999566
1.752,9.6134528,1.899625
