Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
4.891,3.6232563,0.91840778
4.892,3.621485,0.91811303
4.893,3.6197138,0.9178183
4.894,3.6179426,0.91752358
4.895,3.6161716,0.91722886
4.896,3.6144006,0.91693416
4.897,3.6126298,0.91663947
4.898,3.610859,0.91634479
4.899,3.6090883,0.91605013
4.9,3.6073178,0.91575547
4.901,3.6055473,0.91546082
4.902,3.6037769,0.91516619
4.903,3.6020066,0.91487157
4.904,3.6002363,0.91457695
4.905,3.5984662,0.91428235
4.906,3.5966962,0.91398776
4.907,3.5949262,0.91369318
4.908,3.5931564,0.91339861
4.909,3.5913866,0.91310406
4.91,3.589617,0.91280951
4.911,3.5878474,0.91251497
4.912,3.5860779,0.91222045
4.913,3.5843085,0.91192594
4.914,3.5825393,0.91163144
4.915,3.5807701,0.91133694
4.916,3.5790009,0.91104247
4.917,3.5772319,0.910748
4.918,3.575463,0.91045354
4.919,3.5736942,0.91015909
4.92,3.5719254,0.90986466
4.921,3.5701568,0.90957023
4.922,3.5683882,0.90927582
4.923,3.5666198,0.90898142
4.924,3.5648514,0.90868702
4.925,3.5630831,0.90839264
4.926,3.561315,0.90809827
4.927,3.5595469,0.90780392
4.928,3.5577789,0.90750957
4.929,3.556011,0.90721523
4.93,3.5542432,0.90692091
4.931,3.5524754,0.90662659
4.932,3.5507078,0.90633229
4.933,3.5489403,0.906038
4.934,3.5471728,0.90574372
4.935,3.5454055,0.90544945
4.936,3.5436382,0.90515519
4.937,3.5418711,0.90486094
4.938,3.540104,0.9045667
4.939,3.538337,0.90427248
4.94,3.5365701,0.90397826
4.941,3.5348033,0.90368406
4.942,3.5330366,0.90338987
4.943,3.53127,0.90309569
4.944,3.5295035,0.90280151
4.945,3.5277371,0.90250736
4.946,3.5259707,0.90221321
4.947,3.5242045,0.90191907
4.948,3.5224383,0.90162494
4.949,3.5206723,0.90133083
4.95,3.5189063,0.90103672
4.951,3.5171404,0.90074263
4.952,3.5153747,0.90044855
4.953,3.513609,0.90015448
4.954,3.5118434,0.89986042
4.955,3.5100779,0.89956637
4.956,3.5083125,0.89927233
4.957,3.5065472,0.8989783
4.958,3.504782,0.89868429
4.959,3.5030168,0.89839028
4.96,3.5012518,0.89809629
4.961,3.4994868,0.89780231
4.962,3.497722,0.89750834
4.963,3.4959572,0.89721438
4.964,3.4941926,0.89692043
4.965,3.492428,0.89662649
4.966,3.4906635,0.89633256
4.967,3.4888991,0.89603864
4.968,3.4871348,0.89574474
4.969,3.4853706,0.89545084
4.97,3.4836065,0.89515696
4.971,3.4818425,0.89486309
4.972,3.4800786,0.89456923
4.973,3.4783147,0.89427538
4.974,3.476551,0.89398154
4.975,3.4747874,0.89368771
4.976,3.4730238,0.89339389
4.977,3.4712603,0.89310009
4.978,3.469497,0.89280629
4.979,3.4677337,0.89251251
4.98,3.4659705,0.89221874
4.981,3.4642074,0.89192498
4.982,3.4624444,0.89163123
4.983,3.4606815,0.89133749
4.984,3.4589187,0.89104376
4.985,3.457156,0.89075004
4.986,3.4553934,0.89045633
4.987,3.4536308,0.89016264
4.988,3.4518684,0.88986895
4.989,3.450106,0.88957528
4.99,3.4483438,0.88928162
4.991,3.4465816,0.88898797
4.992,3.4448195,0.88869433
4.993,3.4430576,0.8884007
4.994,3.4412957,0.88810708
4.995,3.4395339,0.88781347
4.996,3.4377722,0.88751988
4.997,3.4360106,0.88722629
4.998,3.4342491,0.88693272
4.999,3.4324876,0.88663916
5,3.4307263,0.8863456
5.001,3.4289651,0.88605206
5.002,3.4272039,0.88575853
5.003,3.4254429,0.88546502
5.004,3.4236819,0.88517151
5.005,3.4219211,0.88487801
5.006,3.4201603,0.88458453
5.007,3.4183996,0.88429105
5.008,3.416639,0.88399759
5.009,3.4148785,0.88370414
5.01,3.4131181,0.8834107
5.011,3.4113578,0.88311727
5.012,3.4095976,0.88282385
5.013,3.4078375,0.88253044
5.014,3.4060775,0.88223704
5.015,3.4043175,0.88194366
5.016,3.4025577,0.88165028
5.017,3.4007979,0.88135692
5.018,3.3990383,0.88106356
5.019,3.3972787,0.88077022
5.02,3.3955192,0.88047689
5.021,3.3937599,0.88018357
5.022,3.3920006,0.87989026
5.023,3.3902414,0.87959697
5.024,3.3884823,0.87930368
5.025,3.3867233,0.8790104
5.026,3.3849644,0.87871714
5.027,3.3832055,0.87842389
5.028,3.3814468,0.87813064
5.029,3.3796882,0.87783741
5.03,3.3779296,0.87754419
5.031,3.3761712,0.87725098
5.032,3.3744128,0.87695778
5.033,3.3726545,0.8766646
5.034,3.3708964,0.87637142
5.035,3.3691383,0.87607825
5.036,3.3673803,0.8757851
5.037,3.3656224,0.87549196
5.038,3.3638646,0.87519883
5.039,3.3621069,0.8749057
5.04,3.3603493,0.87461259
5.041,3.3585918,0.87431949
5.042,3.3568343,0.87402641
5.043,3.355077,0.87373333
5.044,3.3533197,0.87344026
5.045,3.3515626,0.87314721
5.046,3.3498055,0.87285417
5.047,3.3480486,0.87256113
5.048,3.3462917,0.87226811
5.049,3.3445349,0.8719751
5.05,3.3427782,0.8716821
5.051,3.3410216,0.87138911
5.052,3.3392651,0.87109613
5.053,3.3375087,0.87080317
5.054,3.3357524,0.87051021
5.055,3.3339962,0.87021727
5.056,3.33224,0.86992433
5.057,3.330484,0.86963141
5.058,3.3287281,0.8693385
5.059,3.3269722,0.8690456
5.06,3.3252164,0.86875271
5.061,3.3234608,0.86845983
5.062,3.3217052,0.86816696
5.063,3.3199497,0.86787411
5.064,3.3181943,0.86758126
5.065,3.316439,0.86728843
5.066,3.3146838,0.8669956
5.067,3.3129287,0.86670279
5.068,3.3111737,0.86640999
5.069,3.3094188,0.8661172
5.07,3.307664,0.86582442
5.071,3.3059092,0.86553165
5.072,3.3041546,0.8652389
5.073,3.3024,0.86494615
5.074,3.3006456,0.86465341
5.075,3.2988912,0.86436069
5.076,3.2971369,0.86406798
5.077,3.2953827,0.86377528
5.078,3.2936286,0.86348258
5.079,3.2918746,0.8631899
5.08,3.2901207,0.86289724
5.081,3.2883669,0.86260458
5.082,3.2866132,0.86231193
5.083,3.2848596,0.86201929
5.084,3.2831061,0.86172667
5.085,3.2813526,0.86143406
5.086,3.2795993,0.86114145
5.087,3.277846,0.86084886
5.088,3.2760929,0.86055628
5.089,3.2743398,0.86026371
5.09,3.2725868,0.85997115
5.091,3.2708339,0.8596786
5.092,3.2690811,0.85938607
5.093,3.2673284,0.85909354
5.094,3.2655758,0.85880103
5.095,3.2638233,0.85850852
5.096,3.2620709,0.85821603
5.097,3.2603186,0.85792355
5.098,3.2585664,0.85763108
5.099,3.2568142,0.85733862
5.1,3.2550622,0.85704617
5.101,3.2533102,0.85675373
5.102,3.2515584,0.8564613
5.103,3.2498066,0.85616889
5.104,3.2480549,0.85587648
5.105,3.2463033,0.85558409
5.106,3.2445518,0.85529171
5.107,3.2428004,0.85499934
5.108,3.2410491,0.85470698
5.109,3.2392979,0.85441463
5.11,3.2375468,0.85412229
5.111,3.2357958,0.85382996
5.112,3.2340449,0.85353764
5.113,3.232294,0.85324534
5.114,3.2305433,0.85295304
5.115,3.2287926,0.85266076
5.116,3.2270421,0.85236849
5.117,3.2252916,0.85207623
5.118,3.2235412,0.85178398
5.119,3.2217909,0.85149174
5.12,3.2200407,0.85119951
5.121,3.2182907,0.85090729
5.122,3.2165406,0.85061508
5.123,3.2147907,0.85032289
5.124,3.2130409,0.8500307
5.125,3.2112912,0.84973853
5.126,3.2095416,0.84944637
5.127,3.207792,0.84915422
5.128,3.2060426,0.84886208
5.129,3.2042932,0.84856995
5.13,3.202544,0.84827783
5.131,3.2007948,0.84798572
5.132,3.1990457,0.84769363
5.133,3.1972968,0.84740154
5.134,3.1955479,0.84710947
5.135,3.1937991,0.8468174
5.136,3.1920504,0.84652535
5.137,3.1903018,0.84623331
5.138,3.1885532,0.84594128
5.139,3.1868048,0.84564926
5.14,3.1850565,0.84535725
5.141,3.1833083,0.84506525
5.142,3.1815601,0.84477327
5.143,3.1798121,0.84448129
5.144,3.1780641,0.84418933
5.145,3.1763162,0.84389738
5.146,3.1745685,0.84360543
5.147,3.1728208,0.8433135
5.148,3.1710732,0.84302158
5.149,3.1693257,0.84272967
5.15,3.1675783,0.84243777
5.151,3.165831,0.84214589
5.152,3.1640838,0.84185401
5.153,3.1623367,0.84156215
5.154,3.1605896,0.84127029
5.155,3.1588427,0.84097845
5.156,3.1570959,0.84068662
5.157,3.1553491,0.84039479
5.158,3.1536025,0.84010298
5.159,3.1518559,0.83981119
5.16,3.1501094,0.8395194
5.161,3.148363,0.83922762
5.162,3.1466168,0.83893585
5.163,3.1448706,0.8386441
5.164,3.1431245,0.83835235
5.165,3.1413785,0.83806062
5.166,3.1396326,0.8377689
5.167,3.1378867,0.83747719
5.168,3.136141,0.83718549
5.169,3.1343954,0.8368938
5.17,3.1326498,0.83660212
5.171,3.1309044,0.83631045
5.172,3.129159,0.8360188
5.173,3.1274138,0.83572715
5.174,3.1256686,0.83543552
5.175,3.1239235,0.83514389
5.176,3.1221786,0.83485228
5.177,3.1204337,0.83456068
5.178,3.1186889,0.83426909
5.179,3.1169442,0.83397751
5.18,3.1151996,0.83368594
5.181,3.113455,0.83339439
5.182,3.1117106,0.83310284
5.183,3.1099663,0.83281131
5.184,3.1082221,0.83251978
5.185,3.1064779,0.83222827
5.186,3.1047339,0.83193677
5.187,3.1029899,0.83164527
5.188,3.101246,0.83135379
5.189,3.0995023,0.83106233
5.19,3.0977586,0.83077087
5.191,3.096015,0.83047942
5.192,3.0942715,0.83018798
5.193,3.0925281,0.82989656
5.194,3.0907848,0.82960514
5.195,3.0890416,0.82931374
5.196,3.0872985,0.82902235
5.197,3.0855555,0.82873097
5.198,3.0838125,0.8284396
5.199,3.0820697,0.82814824
5.2,3.0803269,0.82785689
5.201,3.0785843,0.82756555
5.202,3.0768417,0.82727423
5.203,3.0750993,0.82698291
5.204,3.0733569,0.82669161
5.205,3.0716146,0.82640032
5.206,3.0698724,0.82610903
5.207,3.0681303,0.82581776
5.208,3.0663883,0.8255265
5.209,3.0646464,0.82523525
5.21,3.0629046,0.82494401
5.211,3.0611629,0.82465279
5.212,3.0594212,0.82436157
5.213,3.0576797,0.82407037
5.214,3.0559383,0.82377917
5.215,3.0541969,0.82348799
5.216,3.0524557,0.82319682
5.217,3.0507145,0.82290566
5.218,3.0489734,0.82261451
5.219,3.0472324,0.82232337
5.22,3.0454916,0.82203224
5.221,3.0437508,0.82174112
5.222,3.0420101,0.82145001
5.223,3.0402695,0.82115892
5.224,3.038529,0.82086783
5.225,3.0367885,0.82057676
5.226,3.0350482,0.8202857
5.227,3.033308,0.81999465
5.228,3.0315679,0.81970361
5.229,3.0298278,0.81941258
5.23,3.0280879,0.81912156
5.231,3.026348,0.81883055
5.232,3.0246082,0.81853956
5.233,3.0228686,0.81824857
5.234,3.021129,0.8179576
5.235,3.0193895,0.81766663
5.236,3.0176501,0.81737568
5.237,3.0159108,0.81708474
5.238,3.0141716,0.81679381
5.239,3.0124325,0.81650289
5.24,3.0106935,0.81621198
5.241,3.0089545,0.81592109
5.242,3.0072157,0.8156302
5.243,3.005477,0.81533932
5.244,3.0037383,0.81504846
5.245,3.0019998,0.81475761
5.246,3.0002613,0.81446676
5.247,2.998523,0.81417593
5.248,2.9967847,0.81388511
5.249,2.9950465,0.8135943
5.25,2.9933084,0.81330351
5.251,2.9915704,0.81301272
5.252,2.9898325,0.81272194
5.253,2.9880947,0.81243118
5.254,2.986357,0.81214042
5.255,2.9846194,0.81184968
5.256,2.9828819,0.81155895
5.257,2.9811444,0.81126823
5.258,2.9794071,0.81097751
5.259,2.9776698,0.81068682
5.26,2.9759327,0.81039613
5.261,2.9741956,0.81010545
5.262,2.9724587,0.80981478
5.263,2.9707218,0.80952413
5.264,2.968985,0.80923348
5.265,2.9672483,0.80894285
5.266,2.9655117,0.80865223
5.267,2.9637752,0.80836162
5.268,2.9620388,0.80807102
5.269,2.9603025,0.80778043
5.27,2.9585663,0.80748985
5.271,2.9568302,0.80719928
5.272,2.9550941,0.80690872
5.273,2.9533582,0.80661818
5.274,2.9516224,0.80632764
5.275,2.9498866,0.80603712
5.276,2.948151,0.80574661
5.277,2.9464154,0.80545611
5.278,2.9446799,0.80516562
5.279,2.9429445,0.80487514
5.28,2.9412093,0.80458467
5.281,2.9394741,0.80429421
5.282,2.937739,0.80400377
5.283,2.936004,0.80371333
5.284,2.9342691,0.80342291
5.285,2.9325342,0.80313249
5.286,2.9307995,0.80284209
5.287,2.9290649,0.8025517
5.288,2.9273303,0.80226132
5.289,2.9255959,0.80197095
5.29,2.9238615,0.80168059
5.291,2.9221273,0.80139024
5.292,2.9203931,0.80109991
5.293,2.9186591,0.80080958
5.294,2.9169251,0.80051927
5.295,2.9151912,0.80022896
5.296,2.9134574,0.79993867
5.297,2.9117237,0.79964839
5.298,2.9099901,0.79935812
5.299,2.9082566,0.79906786
5.3,2.9065232,0.79877761
5.301,2.9047899,0.79848737
5.302,2.9030566,0.79819715
5.303,2.9013235,0.79790693
5.304,2.8995905,0.79761673
5.305,2.8978575,0.79732653
5.306,2.8961247,0.79703635
5.307,2.8943919,0.79674618
5.308,2.8926592,0.79645602
5.309,2.8909267,0.79616587
5.31,2.8891942,0.79587573
5.311,2.8874618,0.7955856
5.312,2.8857295,0.79529548
5.313,2.8839973,0.79500538
5.314,2.8822652,0.79471528
5.315,2.8805332,0.7944252
5.316,2.8788013,0.79413513
5.317,2.8770694,0.79384507
5.318,2.8753377,0.79355502
5.319,2.8736061,0.79326498
5.32,2.8718745,0.79297495
5.321,2.8701431,0.79268493
5.322,2.8684117,0.79239492
5.323,2.8666805,0.79210493
5.324,2.8649493,0.79181494
5.325,2.8632182,0.79152497
5.326,2.8614872,0.79123501
5.327,2.8597563,0.79094505
5.328,2.8580255,0.79065511
5.329,2.8562948,0.79036518
5.33,2.8545642,0.79007527
5.331,2.8528337,0.78978536
5.332,2.8511033,0.78949546
5.333,2.849373,0.78920558
5.334,2.8476427,0.7889157
5.335,2.8459126,0.78862584
5.336,2.8441825,0.78833598
5.337,2.8424526,0.78804614
5.338,2.8407227,0.78775631
5.339,2.838993,0.78746649
5.34,2.8372633,0.78717668
5.341,2.8355337,0.78688689
5.342,2.8338042,0.7865971
5.343,2.8320748,0.78630732
5.344,2.8303455,0.78601756
5.345,2.8286163,0.7857278
5.346,2.8268872,0.78543806
5.347,2.8251582,0.78514833
5.348,2.8234293,0.78485861
5.349,2.8217005,0.7845689
5.35,2.8199717,0.7842792
5.351,2.8182431,0.78398951
5.352,2.8165145,0.78369984
5.353,2.8147861,0.78341017
5.354,2.8130577,0.78312052
5.355,2.8113295,0.78283087
5.356,2.8096013,0.78254124
5.357,2.8078732,0.78225162
5.358,2.8061452,0.78196201
5.359,2.8044173,0.78167241
5.36,2.8026895,0.78138282
5.361,2.8009618,0.78109324
5.362,2.7992342,0.78080367
5.363,2.7975067,0.78051412
5.364,2.7957793,0.78022457
5.365,2.7940519,0.77993504
5.366,2.7923247,0.77964551
5.367,2.7905976,0.779356
5.368,2.7888705,0.7790665
5.369,2.7871436,0.77877701
5.37,2.7854167,0.77848753
5.371,2.7836899,0.77819807
5.372,2.7819633,0.77790861
5.373,2.7802367,0.77761916
5.374,2.7785102,0.77732973
5.375,2.7767838,0.7770403
5.376,2.7750575,0.77675089
5.377,2.7733313,0.77646149
5.378,2.7716052,0.7761721
5.379,2.7698792,0.77588272
5.38,2.7681533,0.77559335
5.381,2.7664274,0.77530399
5.382,2.7647017,0.77501464
5.383,2.7629761,0.77472531
5.384,2.7612505,0.77443598
5.385,2.7595251,0.77414667
5.386,2.7577997,0.77385737
5.387,2.7560744,0.77356807
5.388,2.7543493,0.77327879
5.389,2.7526242,0.77298952
5.39,2.7508992,0.77270026
5.391,2.7491743,0.77241102
5.392,2.7474495,0.77212178
5.393,2.7457248,0.77183255
5.394,2.7440002,0.77154334
5.395,2.7422757,0.77125413
5.396,2.7405513,0.77096494
5.397,2.7388269,0.77067576
5.398,2.7371027,0.77038659
5.399,2.7353786,0.77009743
5.4,2.7336545,0.76980828
5.401,2.7319306,0.76951914
5.402,2.7302067,0.76923001
5.403,2.728483,0.7689409
5.404,2.7267593,0.76865179
5.405,2.7250357,0.7683627
5.406,2.7233122,0.76807362
5.407,2.7215888,0.76778454
5.408,2.7198655,0.76749548
5.409,2.7181423,0.76720643
5.41,2.7164192,0.76691739
5.411,2.7146962,0.76662837
5.412,2.7129733,0.76633935
5.413,2.7112505,0.76605034
5.414,2.7095278,0.76576135
5.415,2.7078051,0.76547236
5.416,2.7060826,0.76518339
5.417,2.7043601,0.76489443
5.418,2.7026378,0.76460548
5.419,2.7009155,0.76431654
5.42,2.6991934,0.76402761
5.421,2.6974713,0.76373869
5.422,2.6957493,0.76344978
5.423,2.6940274,0.76316089
5.424,2.6923056,0.762872
5.425,2.6905839,0.76258313
5.426,2.6888623,0.76229427
5.427,2.6871408,0.76200541
5.428,2.6854194,0.76171657
5.429,2.6836981,0.76142774
5.43,2.6819769,0.76113892
5.431,2.6802557,0.76085012
5.432,2.6785347,0.76056132
5.433,2.6768138,0.76027253
5.434,2.6750929,0.75998376
5.435,2.6733722,0.75969499
5.436,2.6716515,0.75940624
5.437,2.6699309,0.7591175
5.438,2.6682105,0.75882877
5.439,2.6664901,0.75854005
5.44,2.6647698,0.75825134
5.441,2.6630496,0.75796264
5.442,2.6613295,0.75767395
5.443,2.6596095,0.75738528
5.444,2.6578896,0.75709661
5.445,2.6561698,0.75680796
5.446,2.6544501,0.75651932
5.447,2.6527304,0.75623068
5.448,2.6510109,0.75594206
5.449,2.6492915,0.75565345
5.45,2.6475721,0.75536485
5.451,2.6458529,0.75507626
5.452,2.6441337,0.75478769
5.453,2.6424147,0.75449912
5.454,2.6406957,0.75421057
5.455,2.6389768,0.75392202
5.456,2.637258,0.75363349
5.457,2.6355394,0.75334497
5.458,2.6338208,0.75305646
5.459,2.6321023,0.75276796
5.46,2.6303839,0.75247947
5.461,2.6286656,0.75219099
5.462,2.6269473,0.75190252
5.463,2.6252292,0.75161407
5.464,2.6235112,0.75132562
5.465,2.6217933,0.75103719
5.466,2.6200754,0.75074876
5.467,2.6183577,0.75046035
5.468,2.61664,0.75017195
5.469,2.6149225,0.74988356
5.47,2.613205,0.74959518
5.471,2.6114877,0.74930681
5.472,2.6097704,0.74901846
5.473,2.6080532,0.74873011
5.474,2.6063361,0.74844178
5.475,2.6046191,0.74815345
5.476,2.6029022,0.74786514
5.477,2.6011854,0.74757684
5.478,2.5994687,0.74728855
5.479,2.5977521,0.74700027
5.48,2.5960356,0.746712
5.481,2.5943192,0.74642374
5.482,2.5926029,0.74613549
5.483,2.5908866,0.74584726
5.484,2.5891705,0.74555903
5.485,2.5874544,0.74527082
5.486,2.5857385,0.74498261
5.487,2.5840226,0.74469442
5.488,2.5823069,0.74440624
5.489,2.5805912,0.74411807
5.49,2.5788756,0.74382991
5.491,2.5771601,0.74354176
5.492,2.5754448,0.74325363
5.493,2.5737295,0.7429655
5.494,2.5720143,0.74267739
5.495,2.5702992,0.74238928
5.496,2.5685842,0.74210119
5.497,2.5668692,0.74181311
5.498,2.5651544,0.74152504
5.499,2.5634397,0.74123698
5.5,2.5617251,0.74094893
5.501,2.5600105,0.74066089
5.502,2.5582961,0.74037286
5.503,2.5565817,0.74008485
5.504,2.5548675,0.73979684
5.505,2.5531533,0.73950885
5.506,2.5514393,0.73922086
5.507,2.5497253,0.73893289
5.508,2.5480114,0.73864493
5.509,2.5462976,0.73835698
5.51,2.5445839,0.73806904
5.511,2.5428703,0.73778112
5.512,2.5411568,0.7374932
5.513,2.5394434,0.73720529
5.514,2.5377301,0.7369174
5.515,2.5360169,0.73662951
5.516,2.5343038,0.73634164
5.517,2.5325908,0.73605378
5.518,2.5308778,0.73576593
5.519,2.529165,0.73547809
5.52,2.5274523,0.73519026
5.521,2.5257396,0.73490244
5.522,2.5240271,0.73461463
5.523,2.5223146,0.73432684
5.524,2.5206022,0.73403905
5.525,2.51889,0.73375128
5.526,2.5171778,0.73346352
5.527,2.5154657,0.73317577
5.528,2.5137537,0.73288803
5.529,2.5120418,0.7326003
5.53,2.51033,0.73231258
5.531,2.5086183,0.73202487
5.532,2.5069067,0.73173717
5.533,2.5051952,0.73144949
5.534,2.5034838,0.73116181
5.535,2.5017724,0.73087415
5.536,2.5000612,0.7305865
5.537,2.4983501,0.73029885
5.538,2.496639,0.73001122
5.539,2.4949281,0.7297236
5.54,2.4932172,0.72943599
5.541,2.4915065,0.7291484
5.542,2.4897958,0.72886081
5.543,2.4880852,0.72857323
5.544,2.4863748,0.72828567
5.545,2.4846644,0.72799812
5.546,2.4829541,0.72771057
5.547,2.4812439,0.72742304
5.548,2.4795338,0.72713552
5.549,2.4778238,0.72684801
5.55,2.4761139,0.72656051
5.551,2.4744041,0.72627303
5.552,2.4726944,0.72598555
5.553,2.4709847,0.72569808
5.554,2.4692752,0.72541063
5.555,2.4675658,0.72512319
5.556,2.4658564,0.72483575
5.557,2.4641472,0.72454833
5.558,2.462438,0.72426092
5.559,2.460729,0.72397352
5.56,2.45902,0.72368613
5.561,2.4573111,0.72339876
5.562,2.4556024,0.72311139
5.563,2.4538937,0.72282403
5.564,2.4521851,0.72253669
5.565,2.4504766,0.72224936
5.566,2.4487682,0.72196203
5.567,2.4470599,0.72167472
5.568,2.4453517,0.72138742
5.569,2.4436436,0.72110013
5.57,2.4419356,0.72081285
5.571,2.4402277,0.72052559
5.572,2.4385199,0.72023833
5.573,2.4368121,0.71995108
5.574,2.4351045,0.71966385
5.575,2.4333969,0.71937663
5.576,2.4316895,0.71908941
5.577,2.4299821,0.71880221
5.578,2.4282749,0.71851502
5.579,2.4265677,0.71822784
5.58,2.4248607,0.71794068
5.581,2.4231537,0.71765352
5.582,2.4214468,0.71736637
5.583,2.41974,0.71707924
5.584,2.4180333,0.71679211
5.585,2.4163267,0.716505
5.586,2.4146202,0.7162179
5.587,2.4129138,0.71593081
5.588,2.4112075,0.71564373
5.589,2.4095013,0.71535666
5.59,2.4077952,0.7150696
5.591,2.4060892,0.71478255
5.592,2.4043832,0.71449552
5.593,2.4026774,0.71420849
5.594,2.4009716,0.71392148
5.595,2.399266,0.71363447
5.596,2.3975604,0.71334748
5.597,2.395855,0.7130605
5.598,2.3941496,0.71277353
5.599,2.3924444,0.71248657
5.6,2.3907392,0.71219962
5.601,2.3890341,0.71191269
5.602,2.3873291,0.71162576
5.603,2.3856242,0.71133885
5.604,2.3839194,0.71105194
5.605,2.3822147,0.71076505
5.606,2.3805101,0.71047817
5.607,2.3788056,0.7101913
5.608,2.3771012,0.70990444
5.609,2.3753969,0.70961759
5.61,2.3736927,0.70933075
5.611,2.3719885,0.70904392
5.612,2.3702845,0.70875711
5.613,2.3685806,0.7084703
5.614,2.3668767,0.70818351
5.615,2.365173,0.70789673
5.616,2.3634693,0.70760995
5.617,2.3617658,0.70732319
5.618,2.3600623,0.70703644
5.619,2.3583589,0.7067497
5.62,2.3566556,0.70646298
5.621,2.3549525,0.70617626
5.622,2.3532494,0.70588955
5.623,2.3515464,0.70560286
5.624,2.3498435,0.70531618
5.625,2.3481407,0.7050295
5.626,2.346438,0.70474284
5.627,2.3447354,0.70445619
5.628,2.3430328,0.70416955
5.629,2.3413304,0.70388292
5.63,2.3396281,0.70359631
5.631,2.3379259,0.7033097
5.632,2.3362237,0.7030231
5.633,2.3345217,0.70273652
5.634,2.3328197,0.70244995
5.635,2.3311179,0.70216338
5.636,2.3294161,0.70187683
5.637,2.3277145,0.70159029
5.638,2.3260129,0.70130376
5.639,2.3243114,0.70101724
5.64,2.3226101,0.70073074
5.641,2.3209088,0.70044424
5.642,2.3192076,0.70015776
5.643,2.3175065,0.69987128
5.644,2.3158055,0.69958482
5.645,2.3141046,0.69929837
5.646,2.3124038,0.69901193
5.647,2.3107031,0.6987255
5.648,2.3090025,0.69843908
5.649,2.3073019,0.69815267
5.65,2.3056015,0.69786627
5.651,2.3039012,0.69757988
5.652,2.3022009,0.69729351
5.653,2.3005008,0.69700715
5.654,2.2988008,0.69672079
5.655,2.2971008,0.69643445
5.656,2.2954009,0.69614812
5.657,2.2937012,0.6958618
5.658,2.2920015,0.69557549
5.659,2.2903019,0.69528919
5.66,2.2886025,0.69500291
5.661,2.2869031,0.69471663
5.662,2.2852038,0.69443037
5.663,2.2835046,0.69414411
5.664,2.2818055,0.69385787
5.665,2.2801065,0.69357164
5.666,2.2784076,0.69328542
5.667,2.2767088,0.69299921
5.668,2.2750101,0.69271301
5.669,2.2733115,0.69242682
5.67,2.2716129,0.69214064
5.671,2.2699145,0.69185448
5.672,2.2682162,0.69156832
5.673,2.2665179,0.69128218
5.674,2.2648198,0.69099605
5.675,2.2631217,0.69070993
5.676,2.2614238,0.69042382
5.677,2.2597259,0.69013772
5.678,2.2580282,0.68985163
5.679,2.2563305,0.68956555
5.68,2.2546329,0.68927948
5.681,2.2529354,0.68899343
5.682,2.2512381,0.68870738
5.683,2.2495408,0.68842135
5.684,2.2478436,0.68813533
5.685,2.2461465,0.68784932
5.686,2.2444495,0.68756332
5.687,2.2427526,0.68727733
5.688,2.2410558,0.68699135
5.689,2.239359,0.68670538
5.69,2.2376624,0.68641943
5.691,2.2359659,0.68613348
5.692,2.2342695,0.68584755
5.693,2.2325731,0.68556162
5.694,2.2308769,0.68527571
5.695,2.2291807,0.68498981
5.696,2.2274847,0.68470392
5.697,2.2257887,0.68441804
5.698,2.2240929,0.68413218
5.699,2.2223971,0.68384632
5.7,2.2207014,0.68356047
5.701,2.2190059,0.68327464
5.702,2.2173104,0.68298881
5.703,2.215615,0.682703
5.704,2.2139197,0.6824172
5.705,2.2122245,0.68213141
5.706,2.2105294,0.68184563
5.707,2.2088344,0.68155986
5.708,2.2071395,0.6812741
5.709,2.2054447,0.68098836
5.71,2.20375,0.68070262
5.711,2.2020554,0.6804169
5.712,2.2003608,0.68013118
5.713,2.1986664,0.67984548
5.714,2.1969721,0.67955979
5.715,2.1952778,0.67927411
5.716,2.1935837,0.67898844
5.717,2.1918897,0.67870278
5.718,2.1901957,0.67841713
5.719,2.1885018,0.6781315
5.72,2.1868081,0.67784587
5.721,2.1851144,0.67756026
5.722,2.1834208,0.67727465
5.723,2.1817274,0.67698906
5.724,2.180034,0.67670348
5.725,2.1783407,0.67641791
5.726,2.1766475,0.67613235
5.727,2.1749544,0.6758468
5.728,2.1732614,0.67556127
5.729,2.1715685,0.67527574
5.73,2.1698757,0.67499023
5.731,2.168183,0.67470472
5.732,2.1664904,0.67441923
5.733,2.1647978,0.67413375
5.734,2.1631054,0.67384828
5.735,2.1614131,0.67356282
5.736,2.1597208,0.67327737
5.737,2.1580287,0.67299193
5.738,2.1563367,0.6727065
5.739,2.1546447,0.67242109
5.74,2.1529529,0.67213568
5.741,2.1512611,0.67185029
5.742,2.1495694,0.67156491
5.743,2.1478779,0.67127954
5.744,2.1461864,0.67099418
5.745,2.144495,0.67070883
5.746,2.1428037,0.67042349
5.747,2.1411126,0.67013816
5.748,2.1394215,0.66985284
5.749,2.1377305,0.66956754
5.75,2.1360396,0.66928225
5.751,2.1343488,0.66899696
5.752,2.1326581,0.66871169
5.753,2.1309674,0.66842643
5.754,2.1292769,0.66814118
5.755,2.1275865,0.66785594
5.756,2.1258962,0.66757071
5.757,2.1242059,0.66728549
5.758,2.1225158,0.66700029
5.759,2.1208258,0.66671509
5.76,2.1191358,0.66642991
5.761,2.117446,0.66614474
5.762,2.1157562,0.66585958
5.763,2.1140666,0.66557442
5.764,2.112377,0.66528929
5.765,2.1106875,0.66500416
5.766,2.1089982,0.66471904
5.767,2.1073089,0.66443393
5.768,2.1056197,0.66414884
